#{"t_start": 1596147258.48532, "env_id": null}
r,l,t
57,200,3.627154
57,200,8.09653
61,200,12.724533
62,200,17.2742
59,200,22.222844
62,200,26.86763
61,200,31.603072
62,200,36.518411
58,200,41.601798
63,200,46.944866
57,200,52.488923
66,200,58.252466
60,200,63.739853
60,200,69.591414
65,200,74.944712
60,200,80.931546
63,200,86.541294
59,200,92.237111
57,200,97.392373
58,200,102.737722
71,200,108.889369
63,200,114.36246
69,200,119.846933
58,200,125.062257
62,200,130.189359
61,200,136.319864
64,200,141.86447
63,200,147.273171
60,200,152.695216
71,200,158.301943
61,200,164.453652
64,200,170.326649
55,200,176.461734
64,200,182.325739
62,200,187.9446
58,200,193.813815
58,200,199.303511
71,200,204.608085
57,200,209.854759
65,200,215.700105
70,200,221.208246
66,200,226.899837
60,200,232.309347
65,200,237.573937
66,200,243.065258
62,200,249.01725
59,200,254.533208
59,200,260.120494
67,200,265.476981
63,200,270.785
63,200,276.39805
64,200,281.693112
65,200,287.339904
59,200,293.206437
55,200,298.482133
65,200,304.587593
55,200,309.718709
59,200,315.638432
71,200,321.543855
73,200,327.056484
56,200,333.086732
60,200,338.554804
52,200,344.64404
67,200,350.170043
61,200,355.703807
64,200,361.818501
75,200,367.143708
59,200,372.645056
62,200,378.061903
64,200,383.497154
58,200,390.041839
60,200,395.609862
67,200,401.133195
61,200,406.832658
57,200,412.366383
62,200,418.86182
70,200,424.625882
63,200,430.185375
57,200,435.540029
56,200,441.088334
61,200,447.038903
59,200,452.491422
70,200,458.087932
65,200,463.416224
67,200,468.832236
70,200,474.843413
56,200,480.311361
60,200,485.53636
64,200,491.320053
65,200,496.783988
62,200,502.716427
61,200,508.193227
62,200,513.844471
67,200,519.401181
61,200,524.770069
58,200,531.042637
71,200,536.611435
58,200,542.298552
62,200,548.23885
57,200,554.041867
66,200,560.305708
64,200,566.529347
59,200,571.854855
60,200,577.456873
68,200,583.255189
54,200,589.411106
67,200,594.93699
61,200,600.392579
60,200,605.803417
63,200,611.784448
69,200,618.10822
67,200,623.674251
65,200,629.40458
61,200,634.72002
57,200,640.303236
65,200,646.200582
66,200,651.935395
65,200,657.329911
61,200,662.595118
60,200,668.227149
65,200,674.481495
57,200,680.163705
76,200,685.366603
60,200,690.86029
62,200,696.422333
60,200,702.436868
65,200,707.833975
73,200,713.637032
64,200,719.139362
73,200,724.647943
61,200,731.224522
61,200,737.042684
59,200,742.877662
71,200,748.622656
62,200,754.154287
68,200,760.196426
65,200,765.807979
63,200,771.242615
69,200,776.608122
68,200,781.994359
59,200,788.189953
59,200,793.754258
67,200,799.371833
65,200,805.131677
56,200,810.57918
67,200,817.258142
68,200,823.603052
68,200,829.034846
58,200,835.021936
62,200,840.627331
72,200,846.974621
62,200,852.378151
67,200,857.842407
73,200,863.726079
62,200,869.231347
78,200,875.203011
67,200,880.887896
60,200,886.168342
80,200,891.975929
72,200,897.496429
73,200,903.513684
71,200,909.229059
64,200,914.330579
54,200,919.878872
65,200,925.281438
74,200,931.143221
66,200,936.899108
64,200,942.564512
71,200,948.260642
66,200,953.752237
54,200,959.977569
65,200,965.267285
61,200,970.944081
65,200,976.605739
69,200,982.836187
68,200,988.656137
64,200,994.718167
62,200,999.965583
69,200,1005.405143
67,200,1010.905165
60,200,1017.631001
70,200,1023.210146
62,200,1029.058289
62,200,1034.42075
66,200,1040.233826
63,200,1046.349972
71,200,1052.169655
68,200,1057.921128
72,200,1063.863524
70,200,1069.216136
69,200,1075.721206
68,200,1082.054846
62,200,1087.720388
70,200,1093.025947
67,200,1098.445583
59,200,1104.603913
73,200,1110.17417
68,200,1115.579748
73,200,1121.006641
55,200,1126.536595
65,200,1132.614903
56,200,1137.907498
68,200,1143.600554
67,200,1149.281661
69,200,1154.935141
63,200,1161.080188
65,200,1166.796999
64,200,1172.594167
74,200,1178.336474
74,200,1184.129784
67,200,1190.016737
74,200,1195.622109
59,200,1200.985848
66,200,1206.454129
64,200,1212.294573
60,200,1218.637466
61,200,1224.674754
62,200,1230.632248
65,200,1235.585844
61,200,1240.952617
66,200,1246.718994
66,200,1252.507354
67,200,1258.12606
67,200,1263.545607
61,200,1268.82371
66,200,1274.754128
70,200,1280.341983
69,200,1285.609321
65,200,1291.34483
66,200,1297.31318
68,200,1303.528312
70,200,1308.623751
68,200,1314.111853
68,200,1319.88082
68,200,1325.542399
59,200,1332.152301
69,200,1337.862507
56,200,1343.545222
67,200,1349.172854
66,200,1354.664352
65,200,1360.755129
55,200,1366.313744
55,200,1371.951657
61,200,1377.91085
57,200,1383.406766
63,200,1389.906024
63,200,1395.453764
68,200,1401.48219
63,200,1407.007777
67,200,1413.156501
71,200,1419.20604
67,200,1425.072142
62,200,1430.421292
79,200,1435.94998
69,200,1441.726735
63,200,1448.333054
67,200,1454.499921
70,200,1460.225988
56,200,1465.749644
69,200,1471.518336
66,200,1477.982429
69,200,1483.397174
70,200,1489.189641
68,200,1494.962687
70,200,1500.203031
56,200,1506.513146
66,200,1512.237189
72,200,1517.655003
68,200,1523.466582
74,200,1529.514083
63,200,1536.099035
61,200,1541.634144
67,200,1547.12509
75,200,1553.052302
70,200,1558.536272
71,200,1565.483016
67,200,1571.060044
70,200,1576.860928
69,200,1582.639138
73,200,1588.165367
65,200,1594.358648
61,200,1600.000174
62,200,1605.18374
70,200,1610.644384
60,200,1616.129718
78,200,1622.63555
65,200,1628.34616
68,200,1634.142841
56,200,1639.717308
64,200,1645.316137
74,200,1651.328299
63,200,1657.280996
60,200,1663.23164
70,200,1668.88364
65,200,1674.379709
63,200,1680.732021
65,200,1686.45166
69,200,1692.157585
72,200,1697.553591
64,200,1703.300754
65,200,1709.799601
67,200,1715.354845
67,200,1720.953315
62,200,1726.484437
88,200,1732.390287
75,200,1738.668681
66,200,1744.176321
73,200,1749.461363
69,200,1754.947912
71,200,1760.662992
69,200,1766.850012
70,200,1772.411257
71,200,1777.965683
67,200,1783.333851
72,200,1789.175821
61,200,1795.73054
75,200,1801.5676
60,200,1806.988237
61,200,1812.48874
63,200,1818.644318
75,200,1824.98951
63,200,1831.184207
69,200,1836.453307
81,200,1842.076234
78,200,1847.621497
66,200,1853.866909
67,200,1859.804155
75,200,1865.371853
64,200,1871.105122
64,200,1876.593407
66,200,1883.321438
67,200,1888.969182
74,200,1894.59076
64,200,1900.105031
73,200,1905.759789
66,200,1911.848984
66,200,1917.374119
69,200,1923.089309
74,200,1928.735771
74,200,1934.585466
66,200,1940.914762
68,200,1946.336362
72,200,1951.735823
69,200,1957.754106
82,200,1963.593557
72,200,1970.042707
77,200,1975.493916
66,200,1981.329287
58,200,1987.275665
65,200,1992.894573
73,200,1999.543413
73,200,2004.999736
77,200,2010.877436
77,200,2016.568926
75,200,2021.949088
69,200,2027.958398
80,200,2033.304526
84,200,2038.929741
66,200,2044.962813
71,200,2050.604184
77,200,2057.056176
72,200,2062.522258
72,200,2068.239304
67,200,2073.798013
81,200,2079.246451
71,200,2085.243663
79,200,2091.360512
71,200,2096.908709
71,200,2102.424816
72,200,2108.060871
70,200,2115.024373
73,200,2120.729154
77,200,2126.243094
77,200,2131.786727
70,200,2137.515691
68,200,2143.969588
65,200,2149.613763
69,200,2155.358245
79,200,2161.086912
68,200,2167.227527
76,200,2173.251073
74,200,2179.151074
65,200,2184.70274
67,200,2190.642616
72,200,2196.377715
64,200,2202.853752
78,200,2208.220293
75,200,2213.698041
69,200,2219.585895
75,200,2225.226766
67,200,2231.734574
72,200,2237.67595
66,200,2243.138193
71,200,2248.645471
76,200,2254.506012
71,200,2261.096981
73,200,2267.055881
67,200,2272.998828
66,200,2278.597732
64,200,2284.169889
68,200,2290.938672
61,200,2296.183466
66,200,2301.980575
75,200,2307.488498
65,200,2313.184967
79,200,2319.825296
60,200,2325.040455
65,200,2330.31778
71,200,2335.810547
67,200,2341.184876
80,200,2347.435596
72,200,2353.3919
78,200,2359.491064
68,200,2365.141784
79,200,2370.633583
77,200,2376.96799
67,200,2382.17794
75,200,2387.752769
74,200,2393.271383
69,200,2399.458869
68,200,2405.709368
79,200,2411.450316
66,200,2417.373459
78,200,2423.684929
62,200,2429.14224
64,200,2435.507729
69,200,2441.633854
63,200,2447.604081
70,200,2454.020864
73,200,2459.636626
72,200,2465.63174
80,200,2471.086064
78,200,2476.861165
80,200,2482.166444
77,200,2488.046633
74,200,2494.679821
69,200,2499.866987
76,200,2505.555502
84,200,2511.148809
72,200,2516.610638
71,200,2523.338569
82,200,2529.074886
71,200,2534.898499
79,200,2540.325756
68,200,2545.809256
65,200,2552.290213
79,200,2557.932243
70,200,2563.730431
74,200,2569.360741
75,200,2575.147667
80,200,2581.353314
75,200,2587.149517
78,200,2592.606623
69,200,2598.101053
76,200,2603.820825
67,200,2610.335873
68,200,2615.962505
71,200,2621.57953
67,200,2627.103469
67,200,2632.229011
76,200,2638.650415
74,200,2644.26403
81,200,2649.974903
68,200,2655.918865
70,200,2661.499402
75,200,2667.942005
76,200,2673.849824
80,200,2679.441246
78,200,2684.879334
75,200,2690.479442
55,200,2697.023196
69,200,2702.820734
75,200,2708.449575
73,200,2714.075472
74,200,2719.922824
77,200,2726.473001
78,200,2732.173355
75,200,2737.832939
70,200,2743.64492
61,200,2749.443429
77,200,2755.872326
62,200,2761.14159
75,200,2766.75706
79,200,2771.952865
59,200,2777.758457
80,200,2784.403936
90,200,2790.194679
70,200,2795.76217
83,200,2801.468218
77,200,2807.16961
77,200,2813.305531
79,200,2818.725367
66,200,2824.224986
68,200,2829.629091
84,200,2835.331525
76,200,2841.583241
69,200,2847.256207
78,200,2852.767442
75,200,2858.585833
81,200,2864.301323
69,200,2870.908082
66,200,2876.444602
76,200,2882.031502
62,200,2887.661782
73,200,2893.750129
79,200,2900.236728
80,200,2906.001884
83,200,2911.68195
69,200,2917.620066
87,200,2923.145944
73,200,2929.277012
69,200,2935.306047
71,200,2940.675071
73,200,2946.460051
91,200,2952.031017
82,200,2958.493045
76,200,2963.890707
77,200,2969.414162
71,200,2974.769852
69,200,2980.196024
74,200,2987.108276
80,200,2992.893764
75,200,2998.396333
82,200,3003.749908
74,200,3009.507784
68,200,3015.765128
82,200,3021.361798
75,200,3027.04415
81,200,3032.753145
80,200,3038.300949
81,200,3044.477064
77,200,3050.009557
86,200,3055.464663
72,200,3061.245823
65,200,3067.013305
72,200,3073.535015
66,200,3078.884996
63,200,3084.628197
64,200,3089.961904
71,200,3095.642228
73,200,3102.348289
67,200,3107.793807
72,200,3113.497732
62,200,3119.044023
78,200,3124.826497
73,200,3131.341012
75,200,3137.085987
67,200,3142.755794
79,200,3148.400317
91,200,3154.007513
88,200,3160.695228
85,200,3166.393364
63,200,3171.694982
77,200,3177.459146
74,200,3183.297026
72,200,3190.052837
81,200,3195.828288
74,200,3201.271257
74,200,3206.975211
69,200,3212.583338
76,200,3219.07538
87,200,3224.659665
75,200,3230.116788
80,200,3235.878975
75,200,3241.705681
63,200,3247.99161
61,200,3253.587035
72,200,3258.970722
78,200,3264.740302
65,200,3270.3151
79,200,3276.877389
74,200,3282.276179
63,200,3287.706325
79,200,3293.586437
75,200,3299.240104
79,200,3305.699909
82,200,3311.377671
73,200,3317.130084
82,200,3322.837097
79,200,3328.436616
74,200,3335.216105
74,200,3340.849551
70,200,3346.326128
74,200,3352.265012
80,200,3357.708389
79,200,3364.487764
71,200,3369.731291
75,200,3375.007873
60,200,3380.652978
75,200,3386.698975
85,200,3393.704043
77,200,3399.252352
75,200,3405.059977
70,200,3410.593768
71,200,3416.422028
74,200,3422.719714
74,200,3428.047008
77,200,3433.556835
79,200,3439.274856
76,200,3445.286217
70,200,3451.948903
66,200,3457.649254
72,200,3463.573462
82,200,3469.258557
71,200,3475.133626
70,200,3481.674606
65,200,3487.077162
66,200,3492.929593
87,200,3498.27107
57,200,3503.85385
69,200,3511.409564
67,200,3516.823802
78,200,3522.468168
77,200,3527.713852
85,200,3533.352958
67,200,3539.705967
66,200,3545.248642
77,200,3551.015521
75,200,3557.030855
72,200,3562.539717
80,200,3569.142194
80,200,3575.026232
71,200,3580.935386
61,200,3586.498416
75,200,3591.843226
82,200,3598.456519
75,200,3603.858339
81,200,3609.829877
77,200,3615.3652
73,200,3620.924888
84,200,3627.316152
69,200,3632.669117
68,200,3638.585317
77,200,3644.367648
68,200,3650.405838
69,200,3657.17879
76,200,3663.017256
81,200,3668.870899
69,200,3674.30831
79,200,3679.824577
80,200,3685.993371
75,200,3691.251965
76,200,3697.180129
63,200,3703.203373
69,200,3709.337955
71,200,3715.70399
79,200,3721.371404
59,200,3726.93792
79,200,3732.890186
74,200,3738.453443
65,200,3745.302737
70,200,3750.380186
82,200,3755.933383
82,200,3761.683715
69,200,3767.086664
78,200,3774.326865
74,200,3780.271913
75,200,3785.706291
71,200,3790.985761
72,200,3796.454097
61,200,3803.090293
60,200,3808.92259
74,200,3814.73393
70,200,3820.255552
71,200,3826.280317
69,200,3832.811074
85,200,3838.775878
63,200,3844.51592
67,200,3850.184413
78,200,3855.585972
84,200,3861.885347
68,200,3867.574883
86,200,3873.03604
86,200,3878.65065
75,200,3884.282805
78,200,3891.212276
76,200,3896.777391
80,200,3902.321198
84,200,3907.700212
76,200,3913.023371
76,200,3920.09715
88,200,3926.113553
85,200,3931.822959
79,200,3937.849339
66,200,3943.833561
79,200,3950.649815
62,200,3956.64451
65,200,3962.323882
85,200,3967.915581
74,200,3973.480725
79,200,3979.64637
76,200,3985.260636
74,200,3990.923898
80,200,3996.262138
86,200,4001.419783
76,200,4008.288541
63,200,4014.143538
75,200,4019.918299
80,200,4025.264819
77,200,4030.889562
81,200,4037.247082
71,200,4042.878007
78,200,4048.836184
70,200,4054.420384
73,200,4059.761471
72,200,4066.078692
81,200,4072.52281
74,200,4077.860989
77,200,4083.492596
74,200,4089.388129
81,200,4096.580752
81,200,4102.486588
81,200,4107.983902
74,200,4113.654564
81,200,4119.399388
70,200,4125.89668
84,200,4131.428948
75,200,4137.40636
85,200,4142.879649
86,200,4148.392789
72,200,4155.06336
78,200,4160.590609
84,200,4166.263783
76,200,4172.03484
65,200,4177.298177
88,200,4184.57888
83,200,4189.941981
81,200,4195.373024
80,200,4201.229405
91,200,4206.862787
75,200,4213.410337
84,200,4219.056865
61,200,4224.571594
78,200,4230.080619
82,200,4236.0427
82,200,4242.777547
72,200,4248.599763
90,200,4253.906585
76,200,4259.529239
67,200,4264.920672
71,200,4271.728714
86,200,4277.208316
65,200,4282.875844
66,200,4288.358433
83,200,4293.968037
72,200,4300.682942
93,200,4306.377814
74,200,4312.472147
86,200,4317.988807
81,200,4323.597733
70,200,4330.467916
73,200,4335.665131
84,200,4341.403883
87,200,4346.924345
75,200,4352.191842
79,200,4359.269715
68,200,4365.250657
71,200,4371.086351
65,200,4376.420361
84,200,4381.869743
72,200,4388.742249
81,200,4394.486773
69,200,4400.199909
80,200,4405.53731
76,200,4411.204801
79,200,4417.863358
84,200,4423.522723
88,200,4429.508779
84,200,4434.92413
82,200,4441.214097
78,200,4448.101708
83,200,4454.143408
76,200,4459.452655
85,200,4465.236482
77,200,4471.055759
92,200,4478.305601
83,200,4484.078616
70,200,4490.034917
81,200,4495.565012
85,200,4501.342019
80,200,4507.660344
78,200,4513.171016
87,200,4518.71479
92,200,4524.149692
59,200,4529.530961
83,200,4536.568117
79,200,4542.64982
79,200,4548.422755
78,200,4553.617671
76,200,4559.45755
88,200,4565.898309
77,200,4571.448325
72,200,4577.271201
90,200,4583.026484
75,200,4588.542228
82,200,4595.418205
71,200,4600.981371
79,200,4606.400586
72,200,4611.858389
86,200,4617.586479
77,200,4624.593124
83,200,4630.020679
83,200,4635.461675
79,200,4641.074545
