#{"t_start": 1596220165.3034458, "env_id": null}
r,l,t
48,200,4.283552
62,200,9.594723
66,200,14.359571
62,200,19.502695
63,200,24.038438
64,200,28.603139
69,200,33.401107
63,200,38.112046
61,200,43.275295
54,200,48.08978
58,200,53.062743
67,200,57.738685
52,200,62.468703
55,200,67.519616
69,200,72.044219
54,200,77.495732
67,200,82.146953
64,200,86.487687
64,200,91.508251
60,200,96.093902
69,200,101.216649
61,200,105.595855
66,200,110.070568
58,200,114.46805
63,200,118.665538
60,200,123.589467
59,200,128.011999
53,200,132.32868
57,200,136.857903
55,200,141.446566
64,200,146.13466
53,200,150.704134
69,200,155.06011
73,200,160.087534
62,200,164.454079
59,200,169.467074
67,200,173.646354
61,200,178.163175
62,200,182.388677
53,200,187.371647
72,200,192.253805
68,200,197.022465
73,200,201.402021
57,200,206.499688
73,200,211.456273
59,200,216.304902
61,200,221.178008
58,200,225.919962
65,200,230.651196
60,200,235.458328
69,200,240.392241
66,200,244.818168
61,200,250.049225
73,200,254.704272
61,200,258.954293
63,200,263.851946
53,200,268.897785
67,200,273.858758
60,200,278.888997
56,200,283.995826
62,200,289.976551
53,200,294.515125
54,200,298.959264
64,200,303.852464
65,200,308.506541
60,200,313.339329
60,200,317.808033
69,200,322.617662
70,200,327.000063
62,200,331.523476
63,200,336.710758
67,200,341.564236
64,200,346.296162
68,200,351.053508
73,200,355.874525
68,200,361.091343
71,200,365.755345
62,200,370.085444
69,200,374.816959
62,200,379.484148
60,200,384.497942
63,200,389.170149
81,200,393.800895
80,200,398.132097
74,200,402.386481
82,200,407.835385
75,200,412.452291
65,200,417.736014
78,200,422.051261
66,200,426.544955
63,200,431.627105
55,200,436.345708
74,200,440.705928
56,200,445.500723
66,200,450.418321
63,200,455.994184
68,200,460.860287
69,200,465.419772
58,200,470.13952
67,200,474.802169
70,200,479.574631
72,200,483.813872
65,200,488.732698
73,200,493.323056
63,200,497.950295
71,200,503.159077
59,200,508.09916
68,200,513.060677
59,200,518.001607
63,200,522.589098
67,200,527.235894
68,200,531.869124
66,200,536.63482
65,200,541.304065
68,200,545.578861
