#{"t_start": 1596032895.0263288, "env_id": null}
r,l,t
44,200,2.460251
36,200,4.511429
37,200,6.565498
41,200,8.610501
36,200,10.65929
55,200,12.865701
46,200,15.143461
37,200,17.433867
39,200,19.700552
41,200,21.952349
45,200,24.618852
50,200,26.880276
36,200,29.178243
40,200,31.471384
36,200,33.757961
42,200,36.324646
45,200,38.703882
42,200,41.133002
45,200,43.71979
42,200,46.229733
41,200,49.046414
41,200,51.551555
40,200,54.229155
42,200,56.960282
45,200,59.49592
42,200,62.324924
43,200,64.881166
38,200,67.439994
36,200,69.901996
38,200,72.581679
39,200,75.418737
41,200,77.959885
34,200,80.678825
40,200,83.542269
44,200,86.443583
38,200,89.884873
42,200,93.081481
35,200,96.014778
43,200,98.811481
52,200,101.846231
40,200,105.254984
41,200,108.047606
41,200,110.912145
40,200,113.718145
40,200,116.571373
37,200,119.914083
39,200,122.810055
43,200,126.013035
35,200,129.239582
40,200,132.595171
40,200,136.23777
47,200,139.487867
35,200,142.841726
41,200,146.078525
42,200,149.191579
44,200,152.963704
41,200,156.265133
42,200,159.55558
39,200,162.781563
43,200,166.264855
46,200,170.282354
36,200,173.571254
38,200,176.902953
45,200,180.172925
37,200,183.489859
41,200,187.324923
43,200,190.558755
37,200,193.827543
50,200,197.27222
33,200,200.640459
45,200,204.558477
39,200,207.843265
42,200,211.244023
43,200,214.79073
41,200,218.260739
37,200,222.204523
38,200,225.546111
44,200,229.085574
46,200,232.250472
43,200,235.464687
41,200,239.442087
40,200,242.865782
40,200,246.149722
44,200,249.626463
42,200,253.129676
40,200,256.838464
45,200,260.205714
42,200,263.683211
43,200,267.078418
46,200,270.584879
42,200,274.470241
37,200,277.750978
42,200,281.24896
34,200,284.982072
40,200,288.409173
45,200,292.287468
38,200,295.653195
41,200,298.918969
42,200,302.175542
37,200,305.490064
39,200,309.523344
46,200,312.692158
40,200,316.039017
43,200,319.37854
35,200,322.700606
35,200,326.718421
41,200,330.115784
42,200,333.414883
36,200,336.669611
38,200,339.906176
36,200,343.850624
44,200,347.014391
36,200,350.609171
37,200,354.139296
37,200,357.388705
45,200,361.36231
40,200,364.383077
38,200,367.772135
37,200,371.063988
38,200,374.432464
41,200,378.497192
39,200,381.893325
35,200,385.272712
45,200,388.68476
45,200,392.140096
39,200,396.283425
45,200,399.597264
44,200,402.950887
41,200,406.457899
42,200,409.600043
41,200,413.532028
41,200,416.665311
35,200,420.011055
48,200,423.488593
54,200,426.88602
41,200,430.935967
35,200,434.27897
44,200,437.776737
40,200,441.235633
42,200,444.619366
40,200,448.568518
