#{"t_start": 1596352284.0501204, "env_id": null}
r,l,t
86,200,2.64919
88,200,4.979609
91,200,7.424855
84,200,10.017884
83,200,12.610542
84,200,15.222997
82,200,17.985494
87,200,20.782698
91,200,23.601583
82,200,26.644118
94,200,30.256259
83,200,33.483572
83,200,37.028101
74,200,40.460185
93,200,43.932555
91,200,47.961478
90,200,51.371006
90,200,54.958719
92,200,58.54574
88,200,62.16525
77,172,65.536138
91,200,69.142385
73,200,72.80741
76,200,76.473723
62,200,80.138711
70,200,84.267977
83,200,88.029587
66,200,91.744528
71,200,95.607482
63,200,99.350651
74,200,103.566104
69,200,107.213805
73,200,110.824743
70,200,114.35361
72,200,117.894581
75,200,121.889189
63,200,125.389126
68,200,129.109665
74,200,132.690032
62,200,136.201432
69,200,140.128469
67,200,143.650176
62,200,147.324043
54,200,150.819339
56,200,154.495292
68,200,158.728369
66,200,162.378747
60,200,166.194246
70,200,169.746136
70,200,173.359165
70,200,177.621548
65,200,181.193559
69,200,184.64884
62,200,188.212035
62,200,191.795821
63,200,196.087922
70,200,199.772764
89,200,203.351022
72,200,206.893555
82,200,210.369139
67,200,214.50498
67,200,218.115723
71,200,221.560301
74,200,225.293165
71,200,228.966502
61,200,233.180134
70,200,236.806585
77,200,240.528649
70,200,244.143503
68,200,247.713466
75,200,251.764793
73,200,255.404694
12,32,255.972128
89,200,259.452686
62,200,263.039171
75,200,267.076158
73,200,270.562337
73,200,274.109092
74,200,277.6507
74,200,281.14176
70,200,285.320641
82,200,289.072472
64,200,292.799934
66,200,296.428532
69,200,300.00383
71,200,304.032899
65,200,307.630495
64,200,311.177287
67,200,314.740778
72,200,318.386446
56,200,322.593081
55,200,326.272738
66,200,330.227409
62,200,334.014526
36,120,336.247291
87,200,339.682954
75,200,343.768913
5,21,344.173522
88,200,347.857167
74,200,351.875159
67,200,355.371609
70,200,359.110952
49,200,363.165326
64,200,366.861437
67,200,370.5776
73,200,374.278284
62,200,378.008012
71,200,382.226713
75,200,386.048574
68,200,389.767841
67,200,393.499027
64,200,397.120077
66,200,401.378349
69,200,404.975509
70,200,408.624794
88,200,412.382905
70,200,415.9365
68,200,419.970773
78,200,423.660162
58,200,427.223155
68,200,430.982006
60,200,434.639473
82,200,439.017632
79,200,442.669155
64,200,446.424419
70,200,450.233956
54,162,453.085698
92,200,457.371582
78,200,460.989709
72,200,464.953595
61,200,468.658365
64,200,472.153944
53,200,476.447985
64,200,480.061172
60,200,483.879371
72,200,487.470936
57,200,491.220607
70,200,495.431207
78,200,499.136243
68,200,502.752558
71,200,506.525694
74,200,510.264615
81,200,514.286901
77,200,517.895918
61,200,521.748446
70,200,525.30199
73,200,529.037961
79,200,533.185198
58,200,536.857072
82,200,540.784698
79,200,544.335133
73,200,548.175431
67,200,552.543169
72,200,556.270784
66,200,559.976163
59,200,563.614914
49,148,566.438708
87,200,570.915544
81,200,574.813731
81,200,578.597478
60,200,582.047541
66,200,585.651599
66,200,589.991435
65,200,593.522467
72,200,597.332281
58,200,601.130959
73,200,604.799777
86,200,609.060165
66,200,612.909328
71,200,616.467276
73,200,620.37912
64,200,624.081155
68,200,628.571162
67,200,632.264859
73,200,635.821833
71,200,639.553307
58,200,643.124624
67,200,647.48607
70,200,651.154809
62,200,654.82297
71,200,658.625111
75,200,662.315165
84,200,666.354059
79,200,669.741755
65,200,673.41298
67,200,677.170161
72,200,680.821717
78,200,685.136678
78,200,688.903185
72,200,692.376648
65,200,696.033562
77,200,699.681131
58,200,703.824912
69,200,707.521654
76,200,711.157269
67,200,715.031342
72,200,718.829464
71,200,723.301363
0,4,723.387591
94,200,726.845513
76,200,730.468234
75,200,734.183151
64,200,737.806278
75,200,742.012601
84,200,745.65343
67,200,749.115275
63,200,752.480645
59,200,756.204928
67,200,760.442239
66,200,763.960706
73,200,767.792623
79,200,771.447956
61,200,775.162766
63,200,779.159541
68,200,782.738268
72,200,786.570305
61,200,790.340407
67,200,794.03886
67,200,798.389239
78,200,802.014567
76,200,805.825601
67,200,809.605035
66,200,813.205184
73,200,817.247536
86,200,820.78385
63,200,824.391855
73,200,828.09534
68,200,831.66828
58,200,835.801752
75,200,839.386951
64,200,843.160618
79,200,846.698183
87,200,850.460811
57,200,854.980498
65,200,858.777997
76,200,862.258816
64,200,866.012519
71,200,869.947481
81,200,874.240473
80,200,878.093669
86,200,881.899505
72,200,885.609179
75,200,889.436169
69,200,893.93909
67,200,897.738064
78,200,901.328297
66,200,905.159728
76,200,908.751084
69,200,912.860945
77,200,916.771036
66,200,920.517526
77,200,924.252599
69,200,927.979176
84,200,932.341123
66,200,935.915138
70,200,939.443932
67,200,942.983627
75,200,946.616053
67,200,950.995291
77,200,954.794592
61,200,958.379865
80,200,961.922648
82,200,965.781364
65,200,969.947137
76,200,973.562738
70,200,977.235396
75,200,980.831295
72,200,984.677982
80,200,988.792775
80,200,992.37793
87,200,996.025391
65,200,999.652895
76,200,1003.525768
54,200,1007.889381
74,200,1011.567522
74,200,1015.192943
72,200,1018.777357
76,200,1022.664609
74,200,1027.051796
69,200,1030.865939
80,200,1034.640928
62,200,1038.268867
68,200,1041.903778
88,200,1046.534905
69,200,1050.189739
64,200,1053.833931
74,200,1057.804821
66,200,1061.351935
74,200,1065.640612
83,200,1069.251991
62,200,1072.905696
82,200,1076.445651
82,200,1080.126468
65,200,1084.759502
63,200,1088.38832
75,200,1091.952241
1,13,1092.155852
89,200,1095.715289
73,200,1099.099821
52,200,1103.686953
83,200,1107.204026
67,200,1110.792246
75,200,1114.559461
76,200,1118.168219
72,200,1122.275014
81,200,1125.956397
70,200,1129.789748
73,200,1133.49288
81,200,1136.98872
67,200,1141.305649
74,200,1145.11326
71,200,1148.826355
67,200,1152.548772
74,200,1156.411313
74,200,1160.904728
81,200,1164.566315
79,200,1168.372805
81,200,1172.030489
77,200,1175.560381
79,200,1179.810448
7,21,1180.224717
91,200,1183.7088
86,200,1187.396392
78,200,1191.028948
65,200,1194.56743
74,200,1199.070595
85,200,1202.733458
73,200,1206.37884
36,90,1208.00944
112,200,1211.597903
73,200,1215.312877
65,200,1219.742069
66,200,1223.199327
74,200,1226.635654
30,83,1228.116727
88,200,1231.754276
75,200,1236.10657
68,200,1239.828482
88,200,1243.299091
63,200,1246.917825
18,39,1247.672717
92,200,1251.490466
77,200,1255.943906
81,200,1259.892064
65,200,1263.5543
78,200,1267.190154
84,200,1270.972771
81,200,1275.471655
85,200,1279.163514
73,200,1282.899367
88,200,1286.63449
76,200,1290.408252
79,200,1294.691721
69,200,1298.505261
89,200,1302.238526
70,200,1305.794684
77,200,1309.346726
68,200,1313.690988
77,200,1317.385529
90,200,1321.045415
88,200,1324.673936
74,200,1328.360824
84,200,1332.773081
67,200,1336.512178
75,200,1340.179537
75,200,1344.002537
74,200,1347.796977
73,200,1352.140716
80,200,1355.883098
70,200,1359.437043
80,200,1363.24869
90,200,1366.795707
67,200,1371.307972
78,200,1375.119637
77,200,1378.867679
77,200,1382.759875
71,200,1386.551776
100,200,1390.988321
70,200,1394.940972
76,200,1398.777797
83,200,1402.441408
74,200,1406.135381
90,200,1410.647017
78,200,1414.489645
87,200,1417.94525
83,200,1421.703945
71,200,1425.562386
67,200,1429.849657
84,200,1433.42776
81,200,1437.017487
