#{"t_start": 1596611408.4260037, "env_id": null}
r,l,t
69,200,4.039587
60,200,7.544277
29,200,11.067122
55,200,14.694468
44,200,18.325071
79,200,21.895857
81,196,25.336759
49,109,27.112405
17,200,30.718873
12,200,34.309188
12,200,38.447366
9,200,42.013155
9,200,45.401036
11,200,48.868329
11,200,52.369957
16,200,56.24723
12,200,59.748447
10,200,63.395821
12,200,66.834617
9,200,70.453415
14,200,74.48041
13,200,78.000815
17,200,81.681278
6,200,85.166261
12,200,88.553666
12,200,92.460352
10,200,96.080312
14,200,99.708151
10,200,103.177587
14,200,106.991401
17,200,110.957217
14,200,114.56866
10,200,118.10196
10,200,121.760373
10,200,125.257725
11,200,129.279458
12,200,132.838135
11,200,136.515343
16,200,140.127836
12,200,143.704561
11,200,147.623776
15,200,151.230479
7,200,154.859668
9,200,158.473884
9,200,162.042272
12,200,166.099713
8,200,169.661913
13,200,173.355788
12,200,176.87094
15,200,180.421299
9,200,184.349608
16,200,187.976513
10,200,191.650725
10,200,195.530888
13,200,199.372839
15,200,203.430849
15,200,207.079873
8,200,210.867836
16,200,214.324208
9,200,217.937221
12,200,222.095886
11,200,225.870569
16,200,229.491182
15,200,233.115446
9,200,236.636364
9,200,240.734367
11,200,244.455871
10,200,248.046331
10,200,252.023249
10,200,255.561882
16,200,259.643964
15,200,263.244684
8,200,266.853188
8,200,270.457447
15,200,273.97603
12,200,278.351885
13,200,282.097249
14,200,285.839811
10,200,289.36425
10,200,292.982455
11,200,297.295027
17,200,300.827682
10,200,304.527716
17,200,307.971302
11,200,311.772065
14,200,316.006565
6,200,319.69945
10,200,323.257376
15,200,326.756792
13,200,330.244027
8,200,334.468219
8,200,338.067566
7,200,341.632312
11,200,345.349205
11,200,348.929549
15,200,353.231839
16,200,356.951713
12,200,360.585308
15,200,364.133153
10,200,367.758617
12,200,371.778889
13,200,375.37331
10,200,378.926763
9,200,382.520312
6,200,386.169428
11,200,390.578193
13,200,394.071184
12,200,397.680475
11,200,401.426054
13,200,405.03938
7,200,409.296757
10,200,413.047479
16,200,416.611955
10,200,420.254566
13,200,423.889626
13,200,427.946554
15,200,431.518297
16,200,435.059291
13,200,438.49068
18,200,442.264738
6,200,446.569621
15,200,450.325397
16,200,454.192395
10,200,457.935954
9,200,461.494411
5,200,465.60585
15,200,469.226173
8,200,472.777127
14,200,476.523695
15,200,480.164494
9,200,484.375023
18,200,488.035536
17,200,491.440833
7,200,495.106124
14,200,498.694533
12,200,502.786436
17,200,506.175925
15,200,509.695986
11,200,513.389075
15,200,516.998358
20,200,521.288065
13,200,524.852501
7,200,528.663622
8,200,532.320318
14,200,535.805449
12,200,539.861296
9,200,543.351335
15,200,547.083252
14,200,550.910031
14,200,554.579954
14,200,558.83763
13,200,562.484485
10,200,565.965449
14,200,569.76506
6,200,573.361915
11,200,577.749598
17,200,581.45708
9,200,585.159815
19,200,588.744798
10,200,592.361865
16,200,596.923918
11,200,600.546807
15,200,604.032289
14,200,607.470838
16,200,611.057871
15,200,615.175228
14,200,618.866697
10,200,622.362794
16,200,626.12465
15,200,629.880728
21,200,634.004547
12,200,637.634103
12,200,641.250487
12,200,644.784884
11,200,648.494723
12,200,652.906093
18,200,656.62953
18,200,660.011129
10,200,663.695185
11,200,667.366934
8,200,671.668951
9,200,675.543812
10,200,679.111753
13,200,682.967612
8,200,686.687852
13,200,691.278643
16,200,694.927109
16,200,698.498001
12,200,702.200153
16,200,705.858978
9,200,710.046097
17,200,713.681782
13,200,717.182616
17,200,720.664926
16,200,724.278131
9,200,728.233942
12,200,731.870767
12,200,735.546277
10,200,739.019651
12,200,742.497311
10,200,746.775003
10,200,750.505323
9,200,754.086148
15,200,757.741313
13,200,761.480219
14,200,765.799812
19,200,769.392704
