#{"t_start": 1596091941.3906887, "env_id": null}
r,l,t
51,200,4.659015
69,200,10.159406
62,200,15.376174
61,200,20.930554
58,200,26.120833
66,200,31.110872
56,200,35.846292
49,200,41.518729
63,200,46.692677
58,200,51.803573
58,200,57.682153
60,200,62.775193
63,200,68.004025
62,200,73.158073
59,200,78.685782
68,200,83.539094
60,200,88.66343
62,200,94.294473
56,200,99.314452
68,200,104.463878
73,200,109.733162
56,200,114.644953
66,200,119.692081
65,200,124.637768
61,200,129.590597
65,200,135.529503
57,200,140.593496
65,200,146.026361
63,200,151.443588
56,200,156.264254
67,200,161.847845
66,200,167.501939
58,200,172.558565
55,200,177.420449
64,200,182.912719
56,200,188.858644
58,200,193.962187
67,200,199.237728
60,200,204.457384
66,200,209.566184
65,200,215.467911
57,200,220.620213
77,200,226.062083
58,200,231.361865
65,200,236.913425
50,200,242.217578
71,200,247.652502
61,200,252.787197
68,200,258.405736
69,200,263.239543
57,200,269.105753
75,200,274.02258
64,200,279.163584
66,200,284.729741
54,200,290.328542
67,200,296.111187
64,200,301.578177
48,200,307.021331
63,200,311.988223
68,200,316.821905
60,200,323.077415
84,200,328.616647
57,200,333.758206
57,200,338.977928
66,200,344.172077
62,200,350.513114
71,200,355.586793
60,200,360.68639
72,200,365.852666
62,200,371.406688
58,200,377.130886
58,200,382.214318
66,200,387.408414
61,200,392.551986
66,200,397.461755
59,200,403.036972
63,200,408.403277
59,200,413.706129
64,200,418.926368
64,200,423.955396
58,200,429.586305
67,200,434.782904
68,200,440.215195
57,200,445.498813
59,200,451.010015
65,200,456.730262
60,200,461.696917
65,200,467.293823
64,200,472.455334
66,200,477.861647
64,200,483.220571
54,200,488.482069
60,200,493.769159
67,200,499.535199
67,200,504.67057
63,200,510.323539
64,200,515.61647
67,200,520.948835
73,200,526.659562
62,200,532.152341
70,200,537.580109
67,200,542.856345
57,200,548.056368
76,200,553.143089
60,200,558.336169
69,200,564.401529
67,200,569.363621
67,200,574.778965
58,200,580.036513
64,200,585.259
68,200,590.946368
71,200,596.07029
57,200,600.923473
65,200,606.180061
64,200,611.639913
65,200,617.225138
74,200,622.179786
57,200,627.220155
64,200,632.560237
64,200,637.361856
71,200,643.054687
64,200,648.817541
64,200,654.138465
66,200,659.055851
62,200,663.938563
66,200,669.807048
76,200,674.521774
67,200,680.079695
65,200,685.449577
59,200,690.766314
68,200,696.730775
63,200,702.289011
62,200,707.686219
70,200,712.814245
67,200,718.015777
61,200,723.495299
60,200,728.871636
65,200,734.094233
56,200,739.532351
62,200,744.728044
69,200,750.215219
64,200,755.539935
64,200,760.703866
59,200,766.169637
63,200,771.133234
65,200,776.867675
63,200,781.657691
70,200,786.872109
58,200,792.155883
63,200,797.787962
64,200,803.990773
81,200,809.160586
64,200,814.181566
70,200,819.231696
70,200,824.614242
63,200,830.23508
60,200,835.549815
64,200,840.609927
80,200,845.820014
65,200,850.678739
74,200,856.805153
64,200,862.376195
75,200,867.584631
70,200,872.949893
61,200,877.839307
74,200,883.688841
58,200,889.332957
65,200,894.335775
57,200,899.862437
70,200,905.093168
62,200,911.397164
62,200,916.482717
64,200,921.436124
73,200,926.401046
67,200,931.967391
71,200,938.504861
64,200,944.1835
65,200,949.199754
77,200,954.454409
67,200,959.646004
64,200,965.426773
69,200,970.652659
66,200,975.971368
67,200,980.755308
63,200,986.075104
71,200,991.949352
66,200,997.193337
67,200,1002.075626
66,200,1007.172218
66,200,1013.096891
83,200,1018.929005
69,200,1023.917644
63,200,1028.980484
65,200,1034.743418
72,200,1039.97928
61,200,1046.058989
66,200,1051.439384
74,200,1056.740442
73,200,1062.046114
67,200,1067.181823
68,200,1073.548578
69,200,1078.371398
70,200,1083.48532
72,200,1088.736768
63,200,1093.763206
78,200,1099.884744
68,200,1105.23003
68,200,1110.001203
72,200,1115.110576
63,200,1120.258471
58,200,1126.073408
68,200,1131.272149
59,200,1136.316991
71,200,1141.238525
62,200,1146.646442
69,200,1152.313303
67,200,1157.40624
61,200,1162.358492
62,200,1167.832528
65,200,1173.080686
67,200,1178.673762
67,200,1183.71893
63,200,1189.236255
59,200,1194.39481
76,200,1199.662206
85,200,1205.564778
66,200,1211.011857
72,200,1216.12811
61,200,1221.350541
63,200,1226.390259
68,200,1232.821169
72,200,1237.825803
74,200,1242.995842
78,200,1248.541639
85,200,1253.837279
52,200,1259.762409
60,200,1264.902989
64,200,1270.094258
67,200,1275.159934
66,200,1280.4842
61,200,1287.104073
52,200,1292.173143
73,200,1297.446506
75,200,1302.687613
67,200,1308.223329
74,200,1314.560014
72,200,1319.570027
64,200,1324.759126
74,200,1330.029945
63,200,1335.273433
73,200,1341.209894
69,200,1346.738697
69,200,1351.800067
63,200,1357.416112
70,200,1362.520803
63,200,1368.205613
72,200,1373.283007
69,200,1378.666199
60,200,1383.904748
71,200,1389.332154
68,200,1395.197881
70,200,1400.114053
77,200,1405.715868
65,200,1411.081437
63,200,1416.381379
69,200,1422.095683
64,200,1427.637605
58,200,1432.847863
75,200,1438.485289
67,200,1443.957247
67,200,1449.731915
65,200,1454.936489
70,200,1459.941637
69,200,1465.467374
72,200,1471.084051
59,200,1476.692836
68,200,1481.782034
69,200,1487.292563
76,200,1492.631254
75,200,1497.987149
61,200,1504.01689
79,200,1509.38659
71,200,1514.432459
79,200,1519.995771
69,200,1525.200974
76,200,1531.670701
65,200,1536.95792
62,200,1542.168548
59,200,1547.539872
65,200,1552.804506
74,200,1559.470357
67,200,1564.864934
66,200,1570.330767
64,200,1575.325199
68,200,1580.236105
67,200,1586.190511
72,200,1591.351147
65,200,1596.32048
71,200,1601.404767
70,200,1606.529809
64,200,1612.820961
67,200,1617.556051
77,200,1622.784389
67,200,1627.896565
68,200,1633.403167
70,200,1639.387637
66,200,1644.447076
75,200,1649.905116
81,200,1655.607002
71,200,1660.525432
66,200,1666.898102
69,200,1672.007545
61,200,1677.443513
75,200,1682.521873
68,200,1687.968259
76,200,1693.787501
81,200,1699.065574
61,200,1703.698606
72,200,1708.657122
66,200,1713.670788
70,200,1719.285292
72,200,1724.835883
69,200,1730.411251
77,200,1735.434593
74,200,1740.584182
72,200,1746.018709
73,200,1751.049459
75,200,1756.256157
70,200,1761.627534
71,200,1766.913421
81,200,1772.825231
79,200,1777.976733
65,200,1783.172031
67,200,1788.285728
72,200,1793.486461
73,200,1799.184234
66,200,1804.375668
76,200,1810.117508
76,200,1815.172099
75,200,1820.656933
75,200,1826.936543
76,200,1832.559116
61,200,1837.964065
79,200,1843.705662
61,200,1848.505386
72,200,1854.601191
73,200,1860.286599
67,200,1865.606698
62,200,1870.750389
66,200,1876.09796
70,200,1881.771344
67,200,1887.071957
62,200,1892.765783
82,200,1897.960817
71,200,1903.517632
66,200,1909.619193
76,200,1914.876111
74,200,1920.297365
68,200,1925.580447
75,200,1931.108362
74,200,1937.261077
70,200,1942.424387
70,200,1947.903641
68,200,1953.230607
76,200,1958.807596
66,200,1964.406366
78,200,1969.868804
64,200,1975.303795
62,200,1980.779602
67,200,1986.200132
65,200,1992.73871
61,200,1997.811811
73,200,2003.503592
73,200,2009.179941
80,200,2014.622211
69,200,2020.226095
78,200,2025.887227
61,200,2031.245516
71,200,2036.4722
76,200,2041.525692
80,200,2047.87361
73,200,2053.503661
68,200,2058.683238
70,200,2064.39345
72,200,2069.438917
61,200,2076.041143
61,200,2081.457808
65,200,2086.692753
82,200,2092.206318
82,200,2097.677481
68,200,2103.650553
68,200,2109.274024
81,200,2114.272091
73,200,2119.569516
78,200,2125.114783
71,200,2131.520396
66,200,2136.791327
69,200,2141.945388
75,200,2147.65117
65,200,2152.904446
74,200,2159.842102
64,200,2164.986315
72,200,2169.931057
78,200,2175.404413
61,200,2180.609231
64,200,2186.435128
64,200,2191.893347
71,200,2197.318093
74,200,2202.356378
86,200,2207.661691
83,200,2214.268432
81,200,2219.610022
70,200,2224.931259
71,200,2230.585817
64,200,2235.911349
78,200,2241.863953
69,200,2246.749268
81,200,2252.185622
65,200,2257.347701
70,200,2262.87505
77,200,2269.37315
60,200,2274.752893
73,200,2280.139018
73,200,2285.331868
69,200,2290.51754
76,200,2297.041819
65,200,2302.080875
64,200,2307.326082
77,200,2312.94337
79,200,2318.498752
69,200,2324.972027
67,200,2330.707295
75,200,2336.721386
77,200,2341.906948
70,200,2347.242556
74,200,2352.926764
77,200,2357.736767
68,200,2363.026653
65,200,2368.110221
70,200,2373.687407
65,200,2379.412348
60,200,2384.294453
74,200,2389.062115
76,200,2394.368392
76,200,2399.747803
77,200,2405.720365
69,200,2410.944652
66,200,2416.360888
82,200,2421.533951
73,200,2427.179721
79,200,2433.458938
74,200,2438.700413
68,200,2443.734584
73,200,2449.035016
64,200,2454.98697
71,200,2461.021904
74,200,2466.599183
73,200,2472.221026
81,200,2478.080751
77,200,2483.972537
85,200,2490.120053
70,200,2496.185835
70,200,2501.295767
64,200,2506.197944
71,200,2511.392054
73,200,2517.231535
78,200,2522.184397
74,200,2527.514392
82,200,2533.136978
78,200,2538.674177
77,200,2544.773339
72,200,2550.512629
67,200,2556.134562
59,200,2561.776581
86,200,2567.179061
65,200,2573.684186
74,200,2578.88198
68,200,2584.025796
70,200,2589.396488
86,200,2594.603367
75,200,2600.933142
73,200,2606.024294
74,200,2611.538726
80,200,2616.844018
79,200,2621.903712
76,200,2627.696393
78,200,2633.17202
64,200,2638.553194
64,200,2643.867793
76,200,2648.779423
78,200,2654.653197
81,200,2660.039756
81,200,2665.062085
69,200,2670.121314
66,200,2675.646969
71,200,2681.566469
74,200,2687.372199
78,200,2692.647942
68,200,2697.829662
73,200,2703.183936
81,200,2709.094152
65,200,2714.794269
76,200,2720.164499
63,200,2725.290124
82,200,2730.647191
70,200,2736.789086
75,200,2742.58618
77,200,2748.492063
81,200,2753.708808
72,200,2759.394754
77,200,2766.235475
64,200,2771.176505
72,200,2776.752798
73,200,2782.552127
75,200,2787.576432
74,200,2793.888498
81,200,2799.089685
76,200,2804.460471
78,200,2809.786608
80,200,2814.760046
76,200,2821.341154
77,200,2826.64308
72,200,2831.769476
89,200,2837.35967
86,200,2842.778296
74,200,2848.987442
81,200,2854.095657
68,200,2859.418554
76,200,2864.687595
71,200,2869.839727
78,200,2876.13295
70,200,2881.197019
72,200,2886.56504
76,200,2892.308041
62,200,2897.543574
77,200,2903.714986
80,200,2908.97856
69,200,2914.366732
66,200,2919.817814
84,200,2925.31851
68,200,2931.441887
73,200,2936.843206
77,200,2942.129998
63,200,2947.419488
78,200,2952.463672
76,200,2958.321465
80,200,2963.334997
77,200,2968.86428
78,200,2973.941391
77,200,2979.069467
68,200,2985.001637
77,200,2990.449497
70,200,2995.99467
76,200,3001.108755
71,200,3005.956721
65,200,3012.106365
83,200,3017.079277
73,200,3022.315523
71,200,3027.648975
74,200,3033.524158
67,200,3039.813443
91,200,3045.036636
80,200,3050.497949
73,200,3056.348791
77,200,3061.784116
55,200,3067.99635
59,200,3073.361445
75,200,3078.888808
79,200,3084.57571
65,200,3090.417421
65,200,3096.670493
79,200,3102.122503
69,200,3107.185692
82,200,3112.66603
72,200,3118.014826
73,200,3124.442731
83,200,3129.722855
82,200,3134.980813
67,200,3140.165206
77,200,3145.359468
74,200,3151.83034
75,200,3156.980886
83,200,3162.373737
74,200,3167.676279
67,200,3172.966085
71,200,3179.959696
82,200,3185.595686
73,200,3191.29378
72,200,3196.632355
73,200,3201.508566
79,200,3207.656942
84,200,3212.472683
73,200,3218.102801
65,200,3223.309615
71,200,3228.518971
71,200,3235.304161
68,200,3240.737932
64,200,3245.976989
72,200,3251.090661
84,200,3256.371278
74,200,3262.578691
73,200,3268.133584
80,200,3273.509328
74,200,3278.709358
82,200,3284.231579
70,200,3290.476317
62,200,3296.080752
63,200,3301.03339
72,200,3306.135821
71,200,3311.697426
73,200,3317.720294
74,200,3322.932772
86,200,3327.919799
79,200,3333.388212
80,200,3338.627002
70,200,3345.372913
71,200,3350.737237
78,200,3355.479522
73,200,3360.952301
74,200,3365.871168
72,200,3372.310631
78,200,3377.326285
79,200,3382.250749
76,200,3387.766988
60,200,3393.001262
69,200,3399.231394
64,200,3404.710028
90,200,3410.358241
74,200,3415.661726
71,200,3421.048478
70,200,3427.644723
77,200,3432.987693
74,200,3438.179876
81,200,3443.452628
74,200,3448.706907
71,200,3454.781197
71,200,3460.535186
87,200,3465.658045
73,200,3471.152155
83,200,3476.651437
66,200,3482.599908
81,200,3488.163089
64,200,3493.685603
75,200,3498.734077
81,200,3503.785349
85,200,3509.931983
82,200,3515.340807
80,200,3520.574412
79,200,3526.226941
70,200,3531.648975
72,200,3537.687039
76,200,3542.851675
80,200,3547.778332
76,200,3553.457149
83,200,3559.363512
81,200,3566.252503
77,200,3571.919878
77,200,3577.733927
75,200,3582.946548
76,200,3587.828155
77,200,3594.819891
71,200,3600.086772
76,200,3605.525621
77,200,3611.437124
72,200,3616.425609
78,200,3622.938857
64,200,3628.18488
79,200,3633.611981
72,200,3638.636276
79,200,3644.113886
77,200,3650.352304
76,200,3655.715934
91,200,3660.909388
82,200,3666.056324
74,200,3671.391834
84,200,3677.907715
74,200,3683.658984
81,200,3688.846715
81,200,3694.47719
75,200,3699.721294
86,200,3705.723553
77,200,3711.294991
