#{"t_start": 1596032977.5081995, "env_id": null}
r,l,t
41,200,6.184228
43,200,11.407647
45,200,16.485653
43,200,21.507519
44,200,26.691535
43,200,31.725848
44,200,36.671943
49,200,41.709436
45,200,47.2832
36,200,52.895954
35,200,59.216886
39,200,64.726498
43,200,70.353871
38,200,75.856426
44,200,81.334791
43,200,87.136487
41,200,92.694963
43,200,98.38219
46,200,103.885527
42,200,109.684196
42,200,115.741907
38,200,121.468198
40,200,127.335247
43,200,133.198283
41,200,138.818836
36,200,144.978642
41,200,150.989827
41,200,156.725273
32,200,162.436051
38,200,167.981324
41,200,174.114297
41,200,179.894263
40,200,185.748126
35,200,191.25582
37,200,197.107774
43,200,203.113873
36,200,208.860809
44,200,214.617959
41,200,220.278756
36,200,225.959869
48,200,232.252017
38,200,238.338805
48,200,244.102146
38,200,250.015182
32,200,255.870576
41,200,262.159371
37,200,268.082775
42,200,273.985489
38,200,279.685299
38,200,285.549798
40,200,291.712961
39,200,297.601793
45,200,303.405136
41,200,309.220824
44,200,315.203179
38,200,321.582967
39,200,327.498183
43,200,333.198964
41,200,339.210442
44,200,345.035634
47,200,351.502096
50,200,357.428931
36,200,363.273921
42,200,369.238401
38,200,374.928245
43,200,381.505935
37,200,387.524484
46,200,393.444956
44,200,399.556332
42,200,405.214965
42,200,411.475786
47,200,417.296951
44,200,423.105253
40,200,428.982637
43,200,435.078534
44,200,441.467366
40,200,447.384234
41,200,453.398037
43,200,459.493311
42,200,465.561454
43,200,471.861649
43,200,477.589435
42,200,483.423617
40,200,489.063799
44,200,495.066186
39,200,501.586975
39,200,507.597121
40,200,513.460304
41,200,519.406108
40,200,525.369045
44,200,531.822577
40,200,537.638366
49,200,543.587947
32,200,549.3835
45,200,555.027175
45,200,561.55841
37,200,567.344497
46,200,573.204438
42,200,579.090825
39,200,585.009854
40,200,591.446136
40,200,597.418363
35,200,603.109099
46,200,608.985523
40,200,614.936939
45,200,621.63494
40,200,627.439956
42,200,633.360796
47,200,639.199301
42,200,644.964509
40,200,651.482985
33,200,657.369934
60,200,663.237998
40,200,669.058996
40,200,674.846738
44,200,681.423255
42,200,687.250023
43,200,693.218971
47,200,699.047404
41,200,704.939351
38,200,711.465523
39,200,717.166967
41,200,722.833731
50,200,728.54784
44,200,734.538205
44,200,741.153408
34,200,747.330044
48,200,753.117934
46,200,759.110156
33,200,765.211452
41,200,771.716436
42,200,777.574361
46,200,783.328469
45,200,789.06158
52,200,794.869079
40,200,801.565984
39,200,807.870025
48,200,813.983343
41,200,819.77609
47,200,825.8241
40,200,832.554085
45,200,838.271141
45,200,844.328037
38,200,850.271248
47,200,856.126602
42,200,862.666253
42,200,868.803002
45,200,874.762078
44,200,880.580573
39,200,886.602361
44,200,892.940002
47,200,898.726868
43,200,904.796978
41,200,910.719501
44,200,916.549747
33,200,923.164269
42,200,929.041952
45,200,934.905078
44,200,940.829631
43,200,946.80034
41,200,953.112872
47,200,959.262722
51,200,965.37283
51,200,971.171684
35,200,976.878546
36,200,983.496554
49,200,989.411486
53,200,995.19129
42,200,1001.058884
35,200,1007.075793
44,200,1013.576447
35,200,1019.400725
40,200,1025.263424
48,200,1031.077701
36,200,1036.960248
42,200,1043.649206
43,200,1049.618388
40,200,1055.300554
43,200,1061.285482
43,200,1067.296738
49,200,1073.933888
42,200,1079.916803
33,200,1085.833172
50,200,1091.733372
49,200,1097.591549
43,200,1104.018355
36,200,1109.968674
38,200,1115.957013
46,200,1121.665701
45,200,1127.573552
45,200,1134.22651
46,200,1140.0108
39,200,1145.774345
44,200,1151.662341
37,200,1157.543506
38,200,1164.287327
41,200,1170.089227
45,200,1175.686582
51,200,1181.436756
42,200,1187.390694
45,200,1194.020525
41,200,1200.237065
45,200,1206.47252
44,200,1212.398097
42,200,1218.708565
38,200,1225.205889
44,200,1231.399989
38,200,1237.302764
39,200,1243.386528
38,200,1249.389756
41,200,1256.15042
38,200,1262.126187
39,200,1267.975322
46,200,1273.88774
44,200,1279.953315
37,200,1286.537137
48,200,1292.624109
46,200,1298.469213
42,200,1304.359302
47,200,1310.186768
40,200,1316.599867
50,200,1322.439458
47,200,1328.391719
34,200,1334.411429
39,200,1340.554011
43,200,1347.327489
41,200,1353.230247
51,200,1359.117051
42,200,1365.287247
40,200,1371.117168
41,200,1377.807987
36,200,1383.670301
38,200,1389.444121
41,200,1395.68332
36,200,1401.585051
42,200,1408.143789
44,200,1414.099202
40,200,1420.102817
47,200,1425.935886
47,200,1432.067773
48,200,1438.888396
42,200,1444.866666
50,200,1450.815671
43,200,1456.596362
44,200,1462.338622
46,200,1469.259166
46,200,1475.292742
51,200,1481.185779
46,200,1487.358049
43,200,1493.326852
44,200,1500.070225
43,200,1506.007696
48,200,1512.105622
44,200,1518.285938
41,200,1524.436446
48,200,1530.839808
41,200,1536.776385
46,200,1542.743282
46,200,1548.826006
45,200,1554.784631
47,200,1561.629905
49,200,1567.706155
43,200,1573.647675
44,200,1579.564451
44,200,1585.602746
44,200,1592.239958
43,200,1598.211787
36,200,1604.318608
49,200,1610.3959
46,200,1616.379259
47,200,1623.162529
52,200,1629.124035
42,200,1635.451156
40,200,1641.39731
53,200,1647.499281
44,200,1654.255949
40,200,1660.41391
40,200,1666.390329
48,200,1672.332314
44,200,1678.477525
38,200,1685.3926
49,200,1691.653648
46,200,1697.452214
47,200,1703.371456
37,200,1709.345596
49,200,1715.985174
41,200,1722.043344
45,200,1728.252058
38,200,1734.123778
43,200,1740.31422
45,200,1747.107602
48,200,1753.194414
44,200,1759.108345
41,200,1765.17703
48,200,1771.014055
45,200,1777.968247
46,200,1783.744098
37,200,1789.8513
46,200,1795.7738
43,200,1801.547204
45,200,1808.390252
41,200,1814.240696
37,200,1820.293854
42,200,1826.414896
47,200,1832.327051
48,200,1839.201465
48,200,1845.353828
39,200,1851.334335
36,200,1857.602075
44,200,1863.759664
44,200,1870.400661
46,200,1876.393796
46,200,1882.392402
54,200,1888.361908
55,200,1894.427478
38,200,1901.196754
50,200,1907.275069
44,200,1913.239308
38,200,1919.231533
56,200,1925.321763
43,200,1931.763993
46,200,1937.733036
41,200,1943.842168
47,200,1949.771522
46,200,1955.696799
48,200,1962.439017
49,200,1968.508567
48,200,1974.303316
