#{"t_start": 1596379225.9588654, "env_id": null}
r,l,t
70,200,3.891152
89,200,7.837747
86,200,11.758862
85,200,16.231849
73,200,20.501767
91,200,25.11368
75,200,29.710236
96,200,34.332875
91,200,38.803486
87,200,43.394395
84,200,48.519441
84,200,53.223123
66,200,57.676283
82,200,62.106663
78,200,66.403865
78,200,71.720942
89,200,76.335007
82,200,80.91303
90,200,85.519364
80,200,89.833803
86,200,94.551364
82,200,98.634698
83,200,103.262176
91,200,107.857544
90,200,112.806374
74,200,117.761111
80,200,122.388471
89,200,127.035142
90,200,131.650377
84,200,135.885339
86,200,140.793612
74,200,145.477402
88,200,150.342003
79,200,155.017823
80,200,159.831714
91,200,164.619216
88,200,168.981468
85,200,173.025778
83,200,177.638816
84,200,182.491907
82,200,187.613912
82,200,191.960205
87,200,196.68159
77,200,201.416261
90,200,206.074964
86,200,210.565835
73,200,215.156462
79,200,219.992711
93,200,224.620848
91,200,229.232802
82,200,234.169914
79,200,238.535867
82,200,243.001951
87,200,247.335264
78,200,252.0451
85,200,257.33391
93,200,262.057784
84,200,266.727363
79,200,271.481164
82,200,276.260772
81,200,281.239955
94,200,285.402588
80,200,289.690008
84,200,294.372805
95,200,298.895995
97,200,303.996757
84,200,308.591018
80,200,313.367432
95,200,317.88905
93,200,322.457957
90,200,327.355478
96,200,331.941026
90,200,336.223734
85,200,340.773408
79,200,345.427707
84,200,350.391348
89,200,355.028187
88,200,359.539875
95,200,364.0439
98,200,368.718132
84,200,373.866152
84,200,378.774428
92,200,383.562118
99,200,388.553444
94,200,393.078947
75,200,397.904866
83,200,402.392578
80,200,407.076314
79,200,411.562347
50,116,414.170574
93,200,419.489536
65,200,424.312409
80,200,428.957929
74,200,433.708771
62,200,437.920108
62,200,442.971415
68,200,447.733421
79,200,452.338361
68,200,457.228407
62,200,461.908782
65,200,467.051888
10,41,468.001473
73,200,472.636062
65,200,476.994114
73,200,481.620818
73,200,486.209877
80,200,491.285814
60,200,496.103976
47,141,499.377428
79,200,504.067101
68,200,508.67287
66,200,513.529484
82,200,517.768401
74,200,521.975223
67,200,526.102266
78,200,530.17375
76,200,534.629427
62,200,538.505357
74,200,542.528502
79,200,546.509134
82,200,550.454889
80,200,555.064303
76,200,559.1383
49,200,563.291664
84,200,567.286542
76,200,571.384387
81,200,576.09107
78,200,579.972443
78,200,583.911706
72,200,588.055187
90,200,592.26267
72,200,596.59305
57,200,600.689652
65,200,604.583513
69,200,608.551577
74,200,612.593291
71,200,617.103231
76,200,621.118376
56,200,625.114563
59,200,629.144984
71,200,633.109986
74,200,637.669815
66,200,641.797192
80,200,645.757504
75,200,649.668367
69,200,653.70326
72,200,658.234155
71,200,662.072998
79,200,666.01493
75,200,670.002365
68,200,674.070499
73,200,678.474118
73,200,682.623633
78,200,686.979558
65,200,691.533392
79,200,696.435557
62,200,702.085823
67,200,707.115309
68,200,711.939712
63,200,716.837705
70,200,721.625769
77,200,727.069369
69,200,731.946597
80,200,737.066008
78,200,741.87146
84,200,746.717361
70,200,752.164191
62,200,757.210498
68,200,762.039284
72,200,767.147675
77,200,772.054324
68,200,777.580032
71,200,782.630466
67,200,787.683927
80,200,792.591525
65,200,797.538229
73,200,803.028926
77,200,807.982173
71,200,813.008058
69,200,818.015586
75,200,822.859821
71,200,828.242604
82,200,833.099233
69,200,838.019628
68,200,842.968215
80,200,847.730228
67,200,853.269171
82,200,858.194106
78,200,863.169476
69,200,868.207371
73,200,872.783258
72,200,878.214989
69,200,883.096045
68,200,888.005828
74,200,893.026902
76,200,897.723677
74,200,903.016254
71,200,907.949398
61,145,911.55574
89,200,916.244565
75,200,921.087102
71,200,926.571163
78,200,931.498479
64,200,936.526917
71,200,941.45641
74,200,946.301956
79,200,952.014642
68,200,956.901301
70,200,961.65317
81,200,966.564483
70,200,971.591306
73,200,977.095271
76,200,981.987755
67,200,986.864205
82,200,991.886382
67,200,996.75385
74,200,1001.844264
66,200,1006.760006
65,200,1011.638282
74,200,1016.555239
83,200,1021.557517
82,200,1026.73418
76,200,1031.811056
83,200,1036.49412
78,200,1041.478693
67,200,1046.449113
78,200,1051.975509
83,200,1056.683746
73,200,1061.434301
76,200,1066.220393
66,200,1071.122318
75,200,1076.526602
77,200,1081.401651
74,200,1086.352174
58,200,1091.098473
80,200,1096.004837
74,200,1101.301497
66,200,1105.914616
78,200,1110.509828
81,200,1115.553073
63,200,1120.271831
77,200,1125.891248
79,200,1130.420807
72,200,1135.198634
83,200,1140.304637
79,200,1145.330535
67,200,1150.875953
66,200,1155.610754
75,200,1160.492161
80,200,1165.481586
78,200,1170.354303
79,200,1175.747134
74,200,1180.370931
68,200,1185.162951
84,200,1190.261357
54,151,1193.911728
76,200,1198.755135
81,200,1204.290585
73,200,1209.014745
60,200,1213.823657
61,200,1218.743796
79,200,1223.568676
70,200,1229.068436
77,200,1233.782977
82,200,1238.606569
71,200,1243.373304
78,200,1248.144051
76,200,1253.912367
72,200,1258.743251
89,200,1263.374888
72,200,1268.246089
74,200,1273.171629
66,200,1278.495224
72,200,1283.051647
63,200,1287.863508
55,200,1292.747257
76,200,1297.679397
75,200,1303.279213
75,200,1308.009254
76,200,1312.976717
74,200,1317.705176
74,200,1322.398389
76,200,1327.719155
67,200,1332.608518
75,200,1337.344403
90,200,1342.408487
75,200,1347.2764
66,200,1352.943577
73,200,1357.682467
65,200,1362.34972
21,74,1364.003921
78,200,1368.625891
80,200,1373.93428
67,200,1378.858191
79,200,1383.783211
73,200,1388.515658
71,200,1393.177045
71,200,1398.857811
70,200,1403.994222
73,200,1408.778469
84,200,1413.484369
83,200,1418.30944
67,200,1423.667796
83,200,1428.484576
77,200,1433.200722
80,200,1438.096241
