#{"t_start": 1596007993.5309703, "env_id": null}
r,l,t
44,200,3.138092
42,200,6.495421
37,200,10.03757
51,200,13.643814
47,200,17.614383
44,200,22.100089
43,200,26.740063
44,200,31.472506
49,200,36.368768
40,200,41.373344
53,200,46.939591
37,200,51.69339
41,200,56.463343
39,200,61.317524
45,200,66.328074
38,200,71.464355
55,200,76.350365
44,200,81.151959
46,200,85.931733
42,200,90.607472
37,200,95.770249
44,200,100.674032
43,200,105.641338
32,200,110.68539
38,200,115.638771
43,200,120.735168
42,200,125.63206
44,200,130.441595
40,200,135.511193
47,200,140.255547
42,200,145.420602
38,200,150.316912
32,200,155.044674
43,200,159.902634
43,200,164.796
40,200,169.991828
39,200,174.679421
41,200,179.469661
41,200,184.333783
48,200,189.241388
42,200,194.438773
44,200,199.091374
45,200,204.067245
35,200,209.010155
43,200,213.93426
37,200,219.342248
42,200,224.424603
41,200,229.284089
46,200,234.236233
49,200,239.131592
55,200,244.575385
43,200,249.516554
37,200,254.266934
43,200,259.079375
42,200,263.78213
49,200,269.119381
43,200,273.934783
49,200,278.581602
39,200,283.395496
39,200,288.327016
37,200,293.790979
54,200,298.678244
35,200,303.719159
38,200,308.739208
39,200,313.771613
47,200,319.051178
33,200,324.053723
41,200,328.969439
36,200,333.757408
35,200,338.80448
57,200,344.504439
42,200,349.405836
41,200,354.268161
41,200,359.277265
39,200,364.095015
41,200,369.530001
43,200,374.348982
42,200,379.280694
42,200,384.097737
49,200,388.795584
41,200,394.363082
40,200,399.698984
46,200,404.789103
51,200,409.796448
47,200,414.690914
44,200,419.89186
44,200,424.798899
42,200,429.959989
41,200,434.701385
45,200,439.656291
41,200,445.046531
39,200,449.918332
52,200,454.803054
46,200,459.54611
43,200,464.518713
45,200,469.8478
52,200,474.68919
36,200,479.478875
41,200,484.286821
33,200,489.166543
40,200,495.023651
41,200,500.053874
39,200,504.99964
43,200,509.77466
39,200,514.737267
39,200,520.03984
36,200,524.789853
36,200,529.758084
47,200,534.847827
37,200,539.836706
56,200,545.752765
46,200,550.650295
45,200,555.205047
44,200,560.124303
46,200,565.184032
45,200,570.42005
46,200,575.341186
46,200,580.180967
51,200,585.08532
44,200,589.965162
41,200,595.577792
39,200,600.883987
44,200,605.970916
38,200,610.94774
39,200,616.177677
34,200,621.887823
44,200,626.946848
43,200,631.854802
45,200,637.013022
39,200,642.003956
51,200,647.434094
50,200,652.168963
53,200,657.104863
49,200,662.020363
47,200,666.965531
46,200,672.694556
40,200,677.422936
37,200,682.590086
46,200,687.684361
46,200,692.644368
37,200,698.281497
37,200,703.282639
41,200,708.08679
44,200,713.088733
40,200,718.075137
42,200,723.591537
46,200,728.531359
42,200,733.395324
34,200,738.336904
46,200,743.337152
48,200,749.152989
43,200,754.145033
46,200,759.368865
39,200,764.318816
44,200,769.266463
40,200,774.735798
41,200,779.605111
41,200,784.482872
41,200,789.285363
50,200,794.362226
43,200,799.91456
48,200,804.899344
45,200,810.109907
48,200,815.117369
47,200,819.89419
50,200,825.220265
47,200,830.091028
43,200,835.10403
46,200,839.892173
39,200,844.728177
38,200,850.28406
46,200,855.287227
38,200,860.235482
46,200,865.168889
48,200,870.251622
47,200,876.05374
41,200,880.983718
45,200,885.874254
52,200,890.93206
51,200,895.831639
46,200,901.554526
34,200,906.414698
43,200,911.469553
41,200,916.535332
50,200,921.513472
48,200,927.098575
48,200,931.915326
42,200,936.981879
40,200,941.9263
48,200,946.936498
41,200,952.604771
46,200,957.574672
46,200,962.538994
44,200,967.423794
48,200,972.314876
48,200,978.133144
49,200,983.094774
41,200,988.004258
52,200,992.855294
47,200,997.845917
48,200,1003.449402
43,200,1008.483037
44,200,1013.694322
49,200,1018.781673
41,200,1023.837348
49,200,1029.296149
46,200,1034.248886
49,200,1038.856727
48,200,1043.818873
47,200,1048.686972
48,200,1054.435219
50,200,1059.583713
38,200,1064.440722
45,200,1069.192826
38,200,1074.256899
40,200,1079.82805
47,200,1084.79231
45,200,1089.763144
52,200,1094.773872
43,200,1099.900187
36,200,1105.558412
45,200,1110.718741
50,200,1115.553778
46,200,1120.624566
42,200,1125.513602
47,200,1131.189011
40,200,1136.122693
52,200,1140.920168
47,200,1145.934338
49,200,1150.999723
42,200,1156.959813
41,200,1162.005845
40,200,1166.820157
45,200,1171.979757
31,200,1176.887027
50,200,1182.559535
48,200,1187.571347
44,200,1192.28816
45,200,1197.412672
47,200,1202.286168
47,200,1207.920473
42,200,1212.865092
45,200,1217.91491
52,200,1222.783592
52,200,1227.535084
40,200,1233.385999
49,200,1238.264821
49,200,1243.220876
44,200,1248.203354
52,200,1253.402832
38,200,1259.002079
51,200,1263.800873
53,200,1268.967552
43,200,1273.948493
56,200,1278.908839
55,200,1284.592665
47,200,1289.384772
49,200,1294.160339
49,200,1299.234699
43,200,1304.241076
44,200,1309.80578
39,200,1314.541586
51,200,1319.763637
47,200,1324.820225
52,200,1329.841001
52,200,1335.212737
52,200,1340.1572
44,200,1345.120961
48,200,1350.064672
53,200,1355.010181
48,200,1360.580386
46,200,1365.648848
50,200,1370.77518
43,200,1375.618698
46,200,1380.533573
49,200,1386.040125
49,200,1391.256848
56,200,1396.168425
48,200,1400.993875
52,200,1405.954736
50,200,1411.412036
54,200,1416.345736
52,200,1421.133926
49,200,1425.909458
45,200,1430.774973
45,200,1436.428513
60,200,1441.211053
48,200,1446.16109
44,200,1451.069673
47,200,1456.12905
48,200,1461.923245
41,200,1466.812666
46,200,1471.905339
40,200,1476.760972
55,200,1481.618479
38,200,1487.40392
47,200,1492.337119
51,200,1497.188227
50,200,1502.158764
45,200,1507.153015
45,200,1512.972359
49,200,1517.722589
57,200,1522.739648
53,200,1527.786091
53,200,1532.898516
52,200,1538.686574
50,200,1543.722344
49,200,1548.684018
45,200,1553.499778
53,200,1558.362678
56,200,1564.219233
49,200,1569.175992
51,200,1574.119218
48,200,1579.131638
50,200,1584.025538
60,200,1589.567113
47,200,1594.597346
36,200,1599.587834
56,200,1604.747658
49,200,1609.644731
46,200,1615.5586
40,200,1620.297526
44,200,1625.135691
43,200,1630.166348
43,200,1635.055097
58,200,1640.937378
56,200,1645.867393
39,200,1650.855222
44,200,1655.880147
49,200,1660.957538
50,200,1666.789942
49,200,1671.953614
43,200,1676.754182
60,200,1681.704557
51,200,1686.58424
52,200,1692.406705
51,200,1697.408047
49,200,1702.31743
41,200,1707.052176
47,200,1711.77018
48,200,1717.320419
52,200,1722.127301
49,200,1727.251039
47,200,1732.154112
52,200,1736.932
50,200,1742.531376
51,200,1747.318108
45,200,1752.397869
52,200,1757.634842
53,200,1762.545171
59,200,1768.637844
47,200,1773.590517
56,200,1778.585134
56,200,1783.483776
50,200,1788.577837
50,200,1794.144796
51,200,1799.268796
60,200,1804.125784
52,200,1809.242606
52,200,1814.371673
45,200,1820.219867
53,200,1825.181796
49,200,1830.210649
48,200,1835.397411
55,200,1840.443505
54,200,1846.384606
57,200,1851.535517
48,200,1856.336004
47,200,1861.4287
49,200,1866.364357
52,200,1872.208646
51,200,1877.229884
59,200,1882.249272
49,200,1886.829927
54,200,1891.848964
49,200,1897.663469
51,200,1902.704366
57,200,1907.780957
55,200,1912.838516
59,200,1917.834549
47,200,1923.732599
46,200,1928.635283
45,200,1933.382698
50,200,1938.456849
59,200,1943.367421
46,200,1949.112307
55,200,1954.151839
46,200,1958.970356
40,200,1963.971061
61,200,1968.892951
44,200,1974.994096
50,200,1980.139739
52,200,1985.332116
46,200,1990.335528
52,200,1995.47699
47,200,2001.285597
55,200,2006.214717
45,200,2011.102519
52,200,2016.042456
52,200,2020.852776
52,200,2026.577673
40,200,2031.61045
41,200,2036.559213
49,200,2041.548481
45,200,2046.567694
55,200,2052.278718
47,200,2057.564779
46,200,2062.4639
52,200,2067.672822
45,200,2072.658651
45,200,2078.306488
50,200,2083.318568
51,200,2088.04873
47,200,2092.841067
39,200,2098.07396
55,200,2103.904112
57,200,2109.050257
57,200,2114.105118
52,200,2119.051542
49,200,2124.18842
50,200,2130.210235
47,200,2135.054833
52,200,2140.034535
58,200,2144.878443
50,200,2149.999494
52,200,2156.07083
52,200,2160.992738
51,200,2166.000484
49,200,2171.014198
59,200,2175.817565
47,200,2182.060095
53,200,2187.158497
59,200,2192.228924
49,200,2197.115098
49,200,2202.174369
48,200,2207.968719
58,200,2213.098213
49,200,2217.706891
50,200,2222.705326
53,200,2227.840285
56,200,2233.888899
54,200,2238.880508
66,200,2243.823292
59,200,2248.685116
46,200,2253.574638
49,200,2259.510242
53,200,2264.495347
45,200,2269.556313
46,200,2274.433506
55,200,2279.658607
57,200,2285.628448
51,200,2290.312312
64,200,2295.344539
53,200,2300.394799
49,200,2305.286844
55,200,2311.115963
52,200,2316.191928
46,200,2321.243914
55,200,2326.254797
48,200,2331.189966
47,200,2337.024335
52,200,2341.888947
52,200,2346.672273
56,200,2351.453815
55,200,2356.558137
56,200,2362.611364
57,200,2367.56586
42,200,2372.317968
50,200,2377.137299
49,200,2381.876945
54,200,2387.809929
43,200,2392.85384
50,200,2397.763522
45,200,2402.819169
61,200,2407.532136
51,200,2413.543926
45,200,2418.480788
47,200,2423.549591
41,200,2428.643556
52,200,2433.551146
59,200,2439.09415
52,200,2444.162914
42,200,2448.846723
56,200,2453.781292
50,200,2459.009217
54,200,2464.616564
54,200,2469.573344
49,200,2474.38468
49,200,2479.533796
62,200,2484.536482
54,200,2490.448316
49,200,2495.298071
64,200,2500.234725
46,200,2505.344195
49,200,2510.375134
55,200,2516.103486
53,200,2521.003184
55,200,2526.024347
52,200,2530.957283
53,200,2535.903631
48,200,2541.964765
55,200,2546.885979
59,200,2551.660904
59,200,2556.750747
57,200,2561.553609
68,200,2567.732772
54,200,2572.887561
53,200,2577.987729
54,200,2582.9398
49,200,2587.85048
52,200,2593.952923
53,200,2598.824737
46,200,2603.925085
57,200,2608.781925
69,200,2613.784326
60,200,2619.928294
51,200,2624.783171
54,200,2629.80253
47,200,2634.933146
51,200,2640.019829
54,200,2646.043254
56,200,2651.220685
56,200,2656.015728
53,200,2660.947478
61,200,2666.131989
52,200,2671.947727
57,200,2676.951679
53,200,2681.986023
51,200,2686.974427
58,200,2692.041515
55,200,2697.660191
63,200,2702.888062
57,200,2707.882619
56,200,2712.864142
51,200,2717.983567
55,200,2724.134561
51,200,2729.279808
42,200,2734.423455
62,200,2739.34386
58,200,2744.184676
65,200,2750.284092
55,200,2755.38485
63,200,2760.554819
49,200,2765.433698
60,200,2770.184641
55,200,2776.252368
57,200,2781.385117
61,200,2786.31016
56,200,2791.463685
56,200,2796.468523
67,200,2802.332633
59,200,2807.294118
56,200,2812.345125
59,200,2817.357371
53,200,2822.282974
50,200,2828.004776
66,200,2833.130285
61,200,2838.017853
59,200,2842.990282
57,200,2848.058593
52,200,2853.826802
56,200,2858.676136
63,200,2863.341156
65,200,2868.190451
56,200,2873.207968
47,200,2879.20968
39,200,2884.187808
54,200,2888.915477
52,200,2894.05963
58,200,2898.965497
56,200,2905.031695
66,200,2909.965134
60,200,2914.829053
57,200,2919.610671
56,200,2924.830817
57,200,2930.777519
53,200,2935.670707
66,200,2940.606785
64,200,2945.60588
54,200,2950.697562
51,200,2956.592591
61,200,2961.458153
49,200,2966.351367
53,200,2971.292979
54,200,2976.211771
52,200,2982.284732
52,200,2987.292989
52,200,2992.127214
54,200,2996.982432
58,200,3001.969584
55,200,3007.521393
54,200,3012.422545
59,200,3017.27316
56,200,3022.600415
47,200,3027.873018
56,200,3033.813228
60,200,3038.93314
66,200,3043.914553
67,200,3048.764067
53,200,3053.789248
57,200,3059.751766
70,200,3064.784224
59,200,3069.851872
66,200,3075.001318
69,200,3080.040256
65,200,3086.224544
56,200,3091.244761
67,200,3096.166472
60,200,3101.126879
56,200,3106.160916
57,200,3112.323017
49,200,3117.404002
61,200,3122.402157
56,200,3127.568117
58,200,3132.651166
55,200,3138.632816
61,200,3143.596252
63,200,3148.804127
68,200,3153.665068
60,200,3158.624703
65,200,3164.352865
55,200,3169.184957
51,200,3174.369042
62,200,3179.357921
58,200,3184.25822
58,200,3190.378758
48,200,3195.240233
57,200,3200.244563
54,200,3205.265542
60,200,3210.202173
59,200,3216.47514
64,200,3221.608878
67,200,3226.435382
73,200,3231.50233
57,200,3236.406035
53,200,3242.317692
60,200,3247.364541
51,200,3252.32484
63,200,3257.127635
71,200,3262.14996
60,200,3268.052057
63,200,3273.188603
57,200,3278.10104
61,200,3283.041475
66,200,3288.106744
62,200,3294.136527
67,200,3298.988991
60,200,3304.081743
66,200,3309.018601
57,200,3313.928152
57,200,3320.061745
55,200,3325.090751
65,200,3329.9516
50,200,3334.826861
63,200,3340.121075
63,200,3346.254341
62,200,3351.21501
64,200,3356.347509
51,200,3361.266528
67,200,3366.218782
68,200,3372.294096
60,200,3377.258918
60,200,3382.051689
65,200,3387.008476
62,200,3392.006226
58,200,3398.293534
58,200,3403.162495
71,200,3408.085562
56,200,3413.365307
57,200,3418.273353
60,200,3424.493321
55,200,3429.716579
59,200,3434.726152
64,200,3439.591996
65,200,3444.290678
72,200,3450.417177
70,200,3455.359432
64,200,3460.207921
62,200,3465.16714
64,200,3470.091656
56,200,3476.31287
64,200,3481.109022
58,200,3486.066473
64,200,3490.991691
60,200,3496.099608
64,200,3502.205379
48,200,3506.984284
57,200,3512.218644
69,200,3517.07343
67,200,3521.989629
66,200,3528.325447
59,200,3533.417089
59,200,3538.206028
65,200,3543.418245
66,200,3548.272327
47,200,3554.478951
63,200,3559.548959
71,200,3564.23449
72,200,3569.305623
62,200,3574.310885
68,200,3580.672791
54,200,3585.663909
63,200,3590.646785
59,200,3595.346783
59,200,3600.360063
59,200,3606.428107
64,200,3611.064232
62,200,3616.024777
65,200,3621.016093
50,200,3625.909534
64,200,3631.75581
56,200,3636.908608
62,200,3642.165018
68,200,3647.213881
58,200,3652.043802
66,200,3658.237656
68,200,3663.220673
56,200,3667.982299
65,200,3672.908721
61,200,3677.737319
67,200,3683.865966
59,200,3688.956632
66,200,3694.226733
68,200,3698.893129
63,200,3703.766893
67,200,3710.013265
69,200,3715.001843
59,200,3720.048528
59,200,3724.964884
62,200,3730.098487
62,200,3736.174383
58,200,3741.174553
65,200,3746.093761
61,200,3751.227947
58,200,3756.013279
62,200,3761.897492
64,200,3766.961924
60,200,3772.163331
68,200,3777.167906
59,200,3782.35706
68,200,3788.651764
74,200,3793.847852
59,200,3799.042436
55,200,3803.787756
70,200,3808.663349
56,200,3814.808349
65,200,3819.9533
63,200,3825.21068
64,200,3830.141198
70,200,3835.057295
71,200,3841.134451
56,200,3845.994986
61,200,3850.919521
63,200,3855.716581
65,200,3860.873946
56,200,3866.915915
60,200,3871.792761
69,200,3876.863835
70,200,3882.078111
61,200,3887.012791
55,200,3893.357057
58,200,3898.267469
72,200,3903.348591
60,200,3908.12766
65,200,3913.256446
72,200,3919.25365
55,200,3924.26806
67,200,3929.342732
65,200,3934.42221
67,200,3939.633979
64,200,3945.735317
64,200,3950.648986
63,200,3955.59084
64,200,3960.621634
62,200,3965.652269
61,200,3971.968848
68,200,3976.849278
59,200,3981.735409
62,200,3986.687697
66,200,3991.892405
81,200,3998.296161
60,200,4003.13347
69,200,4007.889748
72,200,4012.862062
65,200,4017.993043
58,200,4024.214113
62,200,4028.994781
61,200,4033.91745
68,200,4038.707147
64,200,4043.581667
72,200,4049.835345
60,200,4054.70578
61,200,4059.646902
62,200,4064.408552
58,200,4069.285677
76,200,4075.268662
62,200,4080.101105
69,200,4085.250589
60,200,4090.116045
74,200,4094.916274
65,200,4100.785118
65,200,4105.758085
63,200,4110.707548
66,200,4115.466064
68,200,4120.251697
72,200,4126.629995
74,200,4131.625653
63,200,4136.420546
63,200,4141.601981
55,200,4146.563193
67,200,4152.437783
75,200,4157.276019
63,200,4162.478127
60,200,4167.554866
63,200,4172.280267
60,200,4178.514684
68,200,4183.689659
59,200,4188.73244
68,200,4193.637888
66,200,4198.680542
72,200,4205.022539
63,200,4210.111943
65,200,4214.968004
69,200,4219.887582
63,200,4224.914776
73,200,4231.147056
65,200,4236.121168
59,200,4241.22061
