#{"t_start": 1596091820.9987702, "env_id": null}
r,l,t
65,200,3.465005
69,200,7.251405
61,200,10.953087
63,200,14.603662
60,200,18.270011
57,200,21.931003
50,200,25.58781
55,200,29.26105
67,200,32.981405
55,200,36.668198
56,200,40.764202
64,200,44.43843
56,200,48.114126
71,200,51.7922
55,200,55.591557
55,200,59.956859
62,200,64.067437
63,200,68.155579
67,200,72.2436
51,200,76.572592
64,200,80.992738
60,200,85.28469
60,200,89.648476
64,200,94.430452
59,200,99.125112
69,200,103.753739
69,200,108.257389
66,200,112.607061
62,200,117.093927
60,200,122.222581
68,200,127.440329
68,200,132.6645
64,200,137.862072
59,200,142.663692
57,200,147.98829
66,200,153.329081
58,200,158.464288
63,200,163.592493
66,200,168.847574
64,200,173.962357
63,200,179.382597
65,200,184.646503
65,200,189.357682
64,200,194.425843
60,200,200.207486
69,200,205.812752
64,200,211.003623
68,200,216.390864
69,200,221.743902
63,200,226.733799
62,200,232.801096
66,200,237.698773
69,200,242.749034
58,200,248.347696
63,200,253.834705
60,200,259.02984
63,200,264.209879
58,200,269.162411
61,200,274.015081
65,200,278.783788
63,200,284.523892
69,200,289.667733
63,200,294.698606
67,200,300.138149
67,200,305.421703
65,200,311.025223
61,200,316.265018
67,200,321.115303
62,200,326.38718
70,200,331.59563
68,200,337.341493
62,200,342.260947
70,200,347.27972
68,200,352.870418
60,200,357.903779
62,200,363.765671
63,200,369.296487
63,200,374.270713
65,200,379.642488
62,200,384.832158
65,200,390.373908
56,200,395.557927
63,200,400.588896
63,200,406.165372
64,200,411.167062
68,200,417.151302
74,200,422.385051
60,200,428.035442
59,200,433.560566
60,200,438.945782
53,200,444.185963
64,200,449.513925
68,200,454.788034
64,200,459.846954
57,200,465.053679
63,200,470.788574
57,200,476.180131
62,200,481.297074
65,200,486.384442
59,200,491.693481
69,200,497.380715
58,200,502.894428
68,200,508.051576
67,200,513.598588
50,200,518.314361
66,200,524.361154
69,200,529.865121
61,200,535.044581
66,200,540.215322
67,200,545.402271
65,200,551.107522
66,200,556.458366
68,200,561.750172
69,200,566.86756
63,200,572.076414
66,200,578.304662
57,200,583.830016
63,200,588.741131
68,200,593.831632
67,200,599.364827
59,200,604.743547
65,200,609.955014
59,200,615.511461
69,200,620.372549
59,200,625.350829
68,200,631.462873
73,200,636.623576
65,200,641.686031
54,200,646.891365
68,200,652.425803
71,200,658.037736
68,200,663.553126
67,200,668.734903
61,200,673.646553
68,200,679.056039
60,200,684.544044
66,200,689.343111
53,200,694.385677
72,200,699.172575
61,200,704.338941
69,200,710.048527
64,200,715.204601
70,200,720.363033
60,200,725.831654
56,200,731.263946
66,200,736.970143
64,200,742.398457
68,200,747.605732
67,200,752.64745
71,200,758.390389
54,200,763.896365
71,200,769.01348
54,200,774.040924
74,200,779.311168
71,200,784.730922
72,200,790.445447
67,200,795.627855
65,200,800.691767
75,200,805.723175
59,200,811.025238
72,200,816.419937
70,200,821.60768
53,200,826.833871
65,200,831.838496
65,200,837.273199
68,200,843.164893
70,200,848.512693
67,200,853.443271
68,200,858.797088
54,200,863.934784
60,200,869.969151
64,200,875.520626
61,200,880.587788
73,200,885.614385
75,200,890.470821
69,200,896.138163
58,200,901.643716
72,200,906.868825
72,200,911.959606
72,200,916.937384
72,200,922.665288
73,200,927.672768
62,200,932.826446
71,200,937.746475
73,200,943.189418
76,200,949.172568
65,200,954.252558
67,200,959.840247
73,200,964.783174
60,200,970.021188
55,200,976.07934
63,200,981.207036
76,200,986.590201
58,200,991.684642
66,200,996.849422
62,200,1002.684462
72,200,1007.343573
69,200,1012.667102
77,200,1018.02636
64,200,1023.089579
71,200,1028.813124
65,200,1034.042214
70,200,1039.105933
69,200,1044.322088
55,200,1049.70534
64,200,1055.423598
66,200,1060.165681
61,200,1065.401387
70,200,1070.54487
73,200,1076.041698
70,200,1081.637046
66,200,1086.556923
65,200,1091.717152
64,200,1097.045996
74,200,1102.613855
64,200,1108.629864
62,200,1113.672576
67,200,1118.613204
70,200,1123.622787
66,200,1128.767734
59,200,1135.362801
71,200,1140.60907
61,200,1146.106862
62,200,1151.506245
80,200,1156.900413
62,200,1162.909291
60,200,1168.195117
78,200,1173.741748
61,200,1179.642605
72,200,1185.047468
73,200,1190.322894
71,200,1195.283601
68,200,1200.564763
67,200,1205.587094
65,200,1210.733529
66,200,1216.410088
74,200,1221.232068
62,200,1226.287779
69,200,1231.10594
73,200,1236.19758
64,200,1241.893518
