#{"t_start": 1596220158.5486655, "env_id": null}
r,l,t
52,200,5.0391
67,200,11.722146
62,200,17.930586
65,200,23.96695
55,200,30.370953
61,200,36.377024
55,200,42.723867
69,200,48.811771
65,200,54.553769
61,200,60.775378
62,200,67.255527
65,200,73.400533
69,200,79.417951
78,200,85.341091
60,200,91.013736
63,200,97.150096
57,200,102.607215
67,200,108.831797
67,200,114.728603
75,200,120.674229
79,200,127.180594
71,200,133.576432
62,200,139.6059
71,200,145.455412
69,200,151.324761
61,200,157.605181
56,200,163.574851
72,200,169.23607
59,200,175.191437
62,200,180.683235
59,200,186.692072
66,200,192.507892
68,200,198.511851
56,200,204.827618
52,200,210.986946
67,200,217.058808
61,200,222.48464
70,200,228.347593
53,200,234.723501
60,200,240.703909
66,200,247.129117
66,200,252.857015
66,200,258.584542
55,200,264.413053
61,200,270.012416
55,200,276.084975
58,200,281.776552
69,200,287.797071
63,200,293.633895
57,200,299.265893
64,200,305.704199
59,200,312.040943
67,200,317.933322
72,200,323.676219
62,200,329.263004
66,200,335.61347
63,200,341.196557
60,200,347.038984
67,200,353.53248
66,200,359.457145
69,200,366.09748
63,200,371.993334
56,200,378.60129
76,200,384.63203
58,200,390.744142
60,200,397.213462
63,200,402.76229
58,200,409.149013
66,200,415.42052
62,200,421.791495
65,200,428.689671
59,200,434.755532
71,200,440.792147
71,200,446.886247
59,200,452.577195
59,200,459.537364
63,200,465.929029
63,200,471.897349
65,200,478.037704
61,200,484.212856
68,200,490.339808
67,200,496.269784
65,200,502.232044
68,200,508.14754
66,200,513.7002
73,200,520.02284
63,200,526.082124
59,200,532.136087
60,200,538.139753
65,200,544.013789
52,200,550.603905
63,200,556.537082
68,200,562.478472
64,200,568.793789
60,200,574.459981
64,200,580.685726
69,200,586.424015
65,200,591.994567
66,200,598.494998
76,200,604.317859
65,200,610.882867
64,200,617.013645
65,200,623.300214
54,200,629.268162
59,200,635.431097
59,200,642.119503
65,200,647.82071
57,200,653.620094
72,200,659.873355
63,200,665.868846
82,200,672.186961
61,200,677.829929
57,200,683.782177
69,200,689.586621
59,200,695.565222
68,200,702.170383
71,200,708.708556
66,200,714.2581
71,200,720.358532
69,200,726.380654
67,200,732.507783
62,200,738.335945
60,200,745.07084
73,200,751.15345
65,200,756.988531
72,200,763.562546
66,200,770.006526
71,200,775.753901
67,200,781.992501
67,200,788.045511
58,200,794.588079
62,200,799.957406
62,200,806.316173
68,200,812.307997
67,200,818.188063
64,200,824.65609
61,200,830.675516
57,200,836.539541
68,200,842.160219
76,200,848.615481
63,200,855.764365
56,200,862.125141
74,200,867.852629
68,200,873.992242
63,200,880.499692
63,200,887.445807
69,200,893.298677
62,200,899.576275
59,200,905.533734
64,200,911.241457
63,200,917.134696
77,200,923.671945
64,200,929.12828
60,200,934.929064
67,200,941.160666
77,200,947.224308
71,200,952.854648
64,200,959.462474
67,200,965.189713
62,200,971.059364
73,200,977.87972
63,200,984.108687
63,200,990.449783
71,200,996.441467
58,200,1002.978861
68,200,1009.574311
66,200,1015.717322
64,200,1022.013908
65,200,1028.074875
62,200,1034.161183
68,200,1040.706706
74,200,1046.311493
64,200,1052.642756
70,200,1058.396246
66,200,1064.774076
71,200,1070.901366
59,200,1076.798903
56,200,1082.332694
70,200,1088.720052
74,200,1094.628159
62,200,1101.598265
71,200,1107.337858
62,200,1113.755316
60,200,1119.560454
68,200,1125.140059
63,200,1131.696851
83,200,1137.866026
71,200,1143.817828
64,200,1149.203504
66,200,1154.919749
74,200,1161.719347
66,200,1167.920215
70,200,1173.557498
65,200,1179.746967
76,200,1186.011251
66,200,1192.168159
67,200,1197.420565
71,200,1203.307417
63,200,1209.246203
62,200,1215.118546
60,200,1222.145257
60,200,1228.449174
67,200,1234.37416
70,200,1240.323047
65,200,1246.280076
69,200,1252.967576
73,200,1259.240621
68,200,1265.155127
70,200,1271.073215
64,200,1276.734373
66,200,1284.083874
67,200,1289.980073
76,200,1295.614704
72,200,1301.734315
60,200,1307.637882
66,200,1313.939081
56,200,1319.578915
61,200,1325.328276
67,200,1331.120862
67,200,1336.831667
67,200,1343.685763
58,200,1349.781583
71,200,1355.719204
66,200,1361.411162
63,200,1367.138349
73,200,1373.365709
65,200,1380.080403
66,200,1385.907748
69,200,1392.178312
72,200,1398.036202
67,200,1404.45825
69,200,1410.639164
68,200,1416.294051
72,200,1422.290711
66,200,1428.583833
62,200,1434.8414
65,200,1440.537913
63,200,1446.225013
75,200,1452.027172
71,200,1457.909831
64,200,1464.785845
59,200,1470.582059
66,200,1476.940883
68,200,1483.337508
72,200,1489.47561
70,200,1496.222063
69,200,1501.769354
73,200,1507.490164
63,200,1513.48538
61,200,1519.694781
72,200,1526.28315
73,200,1532.174056
75,200,1538.311929
63,200,1544.454766
75,200,1550.398742
68,200,1556.576601
72,200,1562.796802
70,200,1569.057328
74,200,1575.11351
78,200,1580.892483
66,200,1586.957321
67,200,1592.70963
66,200,1598.872806
63,200,1605.688039
65,200,1611.757108
70,200,1618.493781
72,200,1624.272126
69,200,1630.404985
74,200,1636.634556
70,200,1642.605384
80,200,1649.285105
67,200,1655.317777
69,200,1661.274207
69,200,1667.223925
