#{"t_start": 1596147290.2265754, "env_id": null}
r,l,t
64,200,4.853815
67,200,10.253889
70,200,16.201773
65,200,22.495098
58,200,28.299312
65,200,33.984109
56,200,39.986423
54,200,46.257487
63,200,51.937051
67,200,57.228296
70,200,63.835449
61,200,69.787711
64,200,75.876508
65,200,82.040611
59,200,87.971575
63,200,94.280332
58,200,100.279514
64,200,106.404484
60,200,112.407552
64,200,118.691963
63,200,125.239814
54,200,130.911848
64,200,136.897657
67,200,142.354434
63,200,148.528974
54,200,154.99692
67,200,160.752115
60,200,166.919805
60,200,172.423036
64,200,178.007733
61,200,184.645699
60,200,190.841528
67,200,196.562618
61,200,202.566539
64,200,208.85234
67,200,215.223314
59,200,221.362145
65,200,227.274536
51,200,233.221949
61,200,238.945774
63,200,245.304188
67,200,251.040636
61,200,257.118092
59,200,263.45526
56,200,269.180781
55,200,275.387739
56,200,281.497599
68,200,287.689686
63,200,293.606237
69,200,299.371774
65,200,305.37578
70,200,311.173524
67,200,317.432317
67,200,323.072812
66,200,329.745363
61,200,336.429595
67,200,342.329608
54,200,348.16331
62,200,354.266631
64,200,360.037684
66,200,366.394095
63,200,372.287628
69,200,378.482798
61,200,384.318535
60,200,390.567849
65,200,396.717211
57,200,402.381063
68,200,408.380717
72,200,414.348941
55,200,421.096252
66,200,427.402187
68,200,433.142997
68,200,438.866797
62,200,444.813
62,200,450.556264
59,200,457.773386
59,200,463.888841
61,200,470.24485
62,200,476.237986
59,200,482.409857
65,200,489.120217
70,200,495.693762
66,200,501.734984
65,200,507.809339
68,200,513.532401
66,200,520.151013
73,200,526.02664
58,200,531.941609
62,200,537.801617
64,200,543.842004
64,200,550.358409
56,200,556.830137
56,200,562.924687
72,200,568.691313
60,200,574.641425
58,200,581.116457
58,200,587.620472
69,200,593.522225
62,200,599.422261
64,200,605.333507
68,200,612.126646
67,200,617.826266
62,200,623.721327
67,200,629.319907
62,200,635.159344
61,200,641.575275
61,200,647.532088
67,200,654.079315
66,200,660.258741
66,200,666.129374
65,200,672.596968
68,200,679.031927
63,200,685.207868
68,200,691.484554
63,200,697.419958
69,200,704.307997
66,200,710.4348
64,200,716.127445
69,200,722.46492
66,200,728.736893
68,200,735.323734
69,200,741.191154
63,200,747.066467
72,200,752.742662
65,200,758.603129
65,200,765.66156
58,200,771.464795
70,200,777.344419
55,200,783.523749
63,200,789.601586
61,200,795.6223
63,200,801.884037
55,200,808.078063
64,200,813.942142
68,200,819.440582
61,200,825.767812
68,200,832.087552
62,200,837.903204
70,200,844.4273
61,200,850.299258
69,200,857.612393
54,200,863.787002
76,200,869.768337
62,200,875.680578
56,200,881.089459
67,200,888.227088
67,200,894.017463
76,200,900.35239
63,200,906.688495
54,200,912.811612
68,200,919.289045
65,200,925.218501
65,200,931.130423
68,200,937.236985
66,200,943.356514
72,200,950.348603
61,200,956.678696
69,200,962.656015
68,200,968.609826
70,200,974.540787
61,200,981.064983
60,200,987.198415
69,200,993.399469
75,200,999.612253
60,200,1005.419569
71,200,1011.687035
76,200,1017.59356
67,200,1023.850279
68,200,1029.834758
68,200,1035.973113
57,200,1043.132684
74,200,1049.406518
61,200,1055.348132
71,200,1061.535997
57,200,1067.458724
68,200,1074.698365
72,200,1080.44362
61,200,1086.353913
68,200,1092.483443
66,200,1098.531461
59,200,1105.298967
78,200,1111.366161
59,200,1117.486751
71,200,1123.378228
69,200,1129.332135
69,200,1136.081825
60,200,1141.757004
75,200,1147.866164
70,200,1153.85696
65,200,1159.694984
65,200,1166.344175
62,200,1172.372952
62,200,1178.388931
71,200,1184.298372
64,200,1190.189968
59,200,1197.4074
67,200,1203.360134
71,200,1209.467884
60,200,1215.549166
78,200,1221.672375
67,200,1228.521445
72,200,1234.48837
75,200,1240.191246
69,200,1246.093122
61,200,1252.703931
68,200,1259.123492
60,200,1265.374289
66,200,1271.587798
68,200,1277.164035
61,200,1282.720003
62,200,1289.493195
63,200,1295.976105
66,200,1301.937463
69,200,1308.204235
66,200,1314.455355
62,200,1321.522184
67,200,1327.938756
71,200,1334.047702
59,200,1340.356206
73,200,1346.398272
67,200,1353.336671
75,200,1359.196275
56,200,1365.204
56,200,1371.650471
69,200,1377.48895
70,200,1384.430497
62,200,1390.473028
66,200,1396.778022
56,200,1403.475562
59,200,1408.776983
70,200,1415.657572
69,200,1422.31927
69,200,1428.389013
72,200,1434.513366
64,200,1440.764885
61,200,1447.721907
62,200,1453.653186
70,200,1459.247744
68,200,1465.06615
66,200,1470.60716
63,200,1477.2978
60,200,1483.60411
58,200,1489.889058
64,200,1495.469873
62,200,1501.531773
67,200,1508.2393
72,200,1514.58076
73,200,1521.042122
65,200,1527.003305
63,200,1533.107657
61,200,1539.374418
68,200,1545.697493
70,200,1551.623275
57,200,1557.693256
78,200,1563.763896
58,200,1570.936378
60,200,1576.620857
69,200,1582.244326
77,200,1588.314654
67,200,1594.636718
66,200,1601.731241
69,200,1607.533256
65,200,1613.523242
66,200,1619.919453
69,200,1625.753591
67,200,1632.126632
77,200,1637.895343
61,200,1644.353223
73,200,1650.374339
80,200,1657.04828
71,200,1663.319404
77,200,1669.654809
69,200,1675.945997
67,200,1681.94894
61,200,1688.050103
63,200,1695.034356
67,200,1701.185841
68,200,1707.455397
68,200,1713.155445
71,200,1719.457443
71,200,1726.75047
69,200,1732.617276
68,200,1738.728095
73,200,1744.572351
65,200,1751.069575
62,200,1758.20302
75,200,1764.189662
77,200,1770.464398
58,200,1776.453123
63,200,1782.899228
77,200,1790.32182
64,200,1797.14227
55,200,1802.762237
64,200,1808.962916
64,200,1814.894154
58,200,1822.344449
78,200,1828.367498
62,200,1834.443312
71,200,1840.888177
63,200,1847.61333
64,200,1853.99247
72,200,1859.994478
72,200,1865.797028
62,200,1871.451041
78,200,1877.562069
67,200,1884.003378
65,200,1889.563874
67,200,1895.673478
73,200,1901.672957
66,200,1907.632
53,200,1914.94054
72,200,1921.1951
61,200,1926.959815
74,200,1932.558089
70,200,1938.969848
72,200,1946.290517
81,200,1952.234883
65,200,1958.540727
77,200,1964.875438
72,200,1971.207302
64,200,1978.061896
73,200,1983.982445
66,200,1989.693734
68,200,1995.678181
65,200,2001.978408
68,200,2008.997351
60,200,2015.34205
70,200,2021.440666
73,200,2027.564353
70,200,2033.794185
69,200,2040.403832
72,200,2046.672458
72,200,2052.489517
72,200,2058.720991
69,200,2064.646909
70,200,2071.360013
63,200,2077.572053
70,200,2083.121549
64,200,2089.196832
69,200,2095.19101
75,200,2101.572755
52,200,2107.595245
77,200,2113.295791
66,200,2119.389041
72,200,2125.095341
57,200,2131.992562
78,200,2138.014152
62,200,2144.066065
65,200,2150.183599
66,200,2156.229892
61,200,2163.117673
70,200,2169.589534
77,200,2176.060798
70,200,2182.181676
72,200,2188.418749
79,200,2195.794477
77,200,2201.484375
75,200,2208.080879
68,200,2214.145286
82,200,2219.793664
74,200,2226.15849
69,200,2232.497174
67,200,2238.743107
69,200,2244.158639
80,200,2250.198819
60,200,2256.884534
71,200,2262.920894
71,200,2269.256335
70,200,2275.693534
68,200,2281.635237
70,200,2288.504655
73,200,2294.547329
84,200,2301.154149
68,200,2306.83466
71,200,2313.378734
68,200,2320.250979
74,200,2326.623685
75,200,2331.976603
69,200,2337.588272
