#{"t_start": 1596551467.909405, "env_id": null}
r,l,t
81,200,3.131203
59,200,5.84221
20,200,8.633865
51,200,11.328397
48,200,13.980134
83,200,16.722725
81,200,19.538264
73,200,22.276288
52,126,24.172901
16,200,27.10113
13,200,31.326945
11,200,35.008994
8,200,38.779946
8,200,42.416523
11,200,46.021862
10,200,50.042054
7,200,53.966234
10,200,57.625501
11,200,61.386629
12,200,65.100595
15,200,69.049217
7,200,72.75808
12,200,76.445407
12,200,80.14139
15,200,83.647212
9,200,87.584825
13,200,91.148323
12,200,94.714421
14,200,98.52977
14,200,102.290817
9,200,106.33711
15,200,109.796671
6,200,113.493329
10,200,117.176962
15,200,120.971327
13,200,124.892482
12,200,128.489618
14,200,132.206246
10,200,135.893365
13,200,139.695965
14,200,143.771861
14,200,147.412198
10,200,150.960768
10,200,154.722351
13,200,158.35362
5,200,162.605616
16,200,166.360883
11,200,169.940511
7,200,173.717902
10,200,177.509198
15,200,181.494297
9,200,185.196364
11,200,188.875718
13,200,192.528937
11,200,196.222414
11,200,200.342244
13,200,204.254157
14,200,207.96388
9,200,211.661249
10,200,215.335525
14,200,219.559262
13,200,223.283972
8,200,227.016454
10,200,230.635104
16,200,234.404495
16,200,238.477171
17,200,242.241176
17,200,245.939998
4,200,249.635009
19,200,253.233249
9,200,257.254917
17,200,260.907373
5,200,264.666041
13,200,268.437369
13,200,272.180098
16,200,276.403489
14,200,280.147413
15,200,284.04851
13,200,287.884939
11,200,291.699808
11,200,295.784363
12,200,299.489246
13,200,303.14345
11,200,307.083146
9,200,310.855532
14,200,314.901104
12,200,318.64852
14,200,322.381715
13,200,326.210894
12,200,329.755551
15,200,333.81149
11,200,337.376086
11,200,341.017177
18,200,344.908511
13,200,348.578172
7,200,352.689951
17,200,356.398948
14,200,360.23288
6,200,364.022027
16,200,367.778891
18,200,371.690235
10,200,375.373362
11,200,378.918389
15,200,382.815025
7,200,386.612259
7,200,390.781608
11,200,394.496076
10,200,398.040694
14,200,401.752942
16,200,405.70099
10,200,409.776865
15,200,413.436811
7,200,417.228669
18,200,420.821405
12,200,424.445751
15,200,428.780724
9,200,432.468586
15,200,436.068222
8,200,439.697956
12,200,443.521528
12,200,447.575588
18,200,451.341878
11,200,455.072778
14,200,458.743898
17,200,462.245106
8,200,466.469716
13,200,470.265362
11,200,473.938524
12,200,477.71566
15,200,481.327035
13,200,485.420375
10,200,489.26617
20,200,493.0587
14,200,496.612284
9,200,500.2361
13,200,504.119478
16,200,507.954433
12,200,511.749324
11,200,515.409887
14,200,519.267782
15,200,523.431334
10,200,527.226553
13,200,530.91754
11,200,534.455059
8,200,538.047791
12,200,542.172718
11,200,545.863746
17,200,549.682549
15,200,553.394727
5,200,557.119173
12,200,561.168394
11,200,564.778611
17,200,568.51909
12,200,572.201256
18,200,575.863466
12,200,580.072116
17,200,583.838414
14,200,587.36875
18,200,591.035045
21,200,594.905248
16,200,599.107895
20,200,602.709017
17,200,606.459079
15,200,610.123069
12,200,613.926223
21,200,618.063052
17,200,621.823389
17,200,625.640831
11,200,629.260172
12,200,633.081029
15,200,637.272602
20,200,640.986093
13,200,644.68999
15,200,648.233119
17,200,652.071308
12,200,656.156871
10,200,659.96605
13,200,663.560282
19,200,667.178464
11,200,670.808594
14,200,674.970663
7,200,678.657685
12,200,682.379714
7,200,686.187594
19,200,689.897511
14,200,694.137523
7,200,697.809942
12,200,701.435405
13,200,705.062211
15,200,708.760938
15,200,713.123688
19,200,716.698604
12,200,720.374788
18,200,724.135024
15,200,727.828279
13,200,732.268998
11,200,735.907361
16,200,739.709144
16,200,743.404904
21,200,747.033133
16,200,751.28811
19,200,754.898516
19,200,758.681189
15,200,762.390377
15,200,766.214158
12,200,770.610498
12,200,774.365585
15,200,777.871074
20,200,781.54573
21,200,785.350624
15,200,789.70262
15,200,793.495882
22,200,797.028165
16,200,800.890834
20,200,804.666833
12,200,809.12843
12,200,812.792826
12,200,816.444475
10,200,820.265289
16,200,823.92724
17,200,828.432137
21,200,832.237272
22,200,836.107572
11,200,839.705108
8,200,843.363672
18,200,847.884997
15,200,851.638344
13,200,855.514417
13,200,859.067096
15,200,862.915812
6,200,867.149858
8,200,870.954756
14,200,874.84544
15,200,878.591806
15,200,882.112716
14,200,886.388763
17,200,890.070362
14,200,893.837777
16,200,897.588618
11,200,901.302598
12,200,905.514729
17,200,909.206352
