#{"t_start": 1596091877.1213417, "env_id": null}
r,l,t
63,200,3.887093
67,200,8.117537
68,200,12.356099
60,200,16.628536
64,200,20.997456
65,200,25.273418
58,200,30.017166
58,200,34.787768
65,200,39.479254
64,200,44.204882
60,200,49.362916
80,200,54.04755
54,200,58.682665
60,200,64.267662
67,200,69.532225
67,200,75.377723
61,200,80.659609
55,200,85.892866
61,200,91.313668
63,200,97.192083
72,200,103.340628
62,200,108.489859
62,200,114.284948
57,200,119.603372
77,200,124.615474
60,200,130.297316
62,200,135.811182
65,200,141.39988
58,200,147.033203
59,200,152.792933
70,200,158.623816
63,200,164.254237
69,200,169.691629
68,200,175.428903
66,200,180.8143
65,200,186.829779
65,200,192.227614
65,200,197.688262
58,200,203.489001
71,200,208.985558
58,200,214.888104
57,200,220.519341
71,200,226.128762
65,200,231.810073
64,200,237.765373
56,200,244.032364
69,200,249.732267
56,200,255.130476
65,200,260.770631
69,200,266.617829
65,200,272.152777
65,200,277.784508
53,200,283.521205
66,200,289.115093
58,200,294.426122
67,200,300.04204
59,200,305.648062
58,200,311.456355
61,200,316.971793
67,200,322.574621
67,200,328.658782
71,200,334.267591
55,200,339.856442
65,200,345.269489
63,200,350.290493
61,200,355.871451
62,200,361.685541
67,200,367.157078
77,200,372.375765
60,200,377.875874
53,200,383.58039
57,200,388.841891
61,200,393.997086
66,200,399.712037
66,200,405.238436
65,200,411.513887
71,200,417.183091
67,200,422.758537
59,200,428.59078
68,200,433.932382
59,200,439.842954
68,200,445.386284
79,200,450.881867
75,200,456.33281
58,200,461.9043
70,200,468.380636
74,200,473.919338
62,200,479.275117
63,200,484.740954
72,200,490.49336
59,200,496.234415
63,200,501.442684
61,200,507.10662
62,200,512.787142
61,200,518.123077
68,200,524.412125
69,200,530.191706
72,200,536.152175
69,200,541.740737
63,200,547.309759
71,200,553.25705
69,200,558.326522
66,200,563.990051
64,200,569.514267
68,200,575.335371
58,200,581.143015
65,200,586.690881
66,200,592.606986
58,200,597.832621
71,200,603.827974
69,200,609.811787
65,200,615.135523
64,200,620.59347
71,200,625.884661
57,200,631.607569
67,200,638.122771
72,200,643.823752
62,200,649.38187
69,200,654.951427
65,200,660.832198
73,200,666.694224
62,200,672.52491
65,200,678.096576
67,200,683.974447
64,200,689.832426
59,200,695.720196
74,200,701.071823
83,200,706.420403
64,200,711.962693
62,200,717.563221
61,200,723.534322
76,200,728.978945
68,200,734.546669
68,200,740.162663
65,200,745.495264
61,200,751.684556
67,200,757.6062
67,200,763.304641
71,200,768.63753
59,200,774.609101
65,200,780.362334
64,200,785.978539
74,200,791.579499
58,200,797.099236
67,200,802.259471
