#{"t_start": 1596220135.6136434, "env_id": null}
r,l,t
54,200,4.712021
67,200,10.724684
57,200,17.179007
60,200,24.277279
72,200,32.129422
61,200,40.629638
62,200,49.051121
58,200,57.732927
59,200,66.253141
60,200,75.237007
54,200,84.570407
68,200,93.342803
67,200,101.768209
62,200,110.472248
57,200,118.936193
57,200,127.982486
69,200,136.490158
57,200,145.553394
60,200,154.478514
64,200,163.138355
69,200,172.351209
60,200,181.022758
69,200,189.674449
58,200,198.419981
62,200,207.67296
67,200,217.046036
67,200,225.91396
56,200,234.217285
60,200,243.182645
62,200,251.96913
60,200,260.521373
57,200,269.026503
61,200,277.687421
72,200,286.086946
55,200,294.479175
60,200,303.479138
63,200,311.610242
66,200,320.633587
54,200,329.484733
58,200,337.744497
62,200,347.025798
68,200,355.861623
59,200,364.543379
63,200,372.851426
64,200,381.267288
58,200,390.566112
50,200,399.604546
62,200,407.804908
63,200,416.67955
73,200,425.216092
57,200,434.511582
63,200,442.88528
66,200,451.124253
72,200,460.024553
56,200,468.907034
65,200,478.179691
54,200,486.285708
65,200,495.195952
75,200,503.846585
65,200,512.890532
65,200,522.379323
71,200,531.039802
63,200,539.903435
61,200,548.696462
56,200,557.651426
65,200,566.465218
61,200,574.707268
62,200,583.4497
63,200,592.28118
61,200,601.076211
59,200,610.562886
59,200,618.889462
68,200,627.571183
71,200,636.369163
69,200,645.093214
63,200,654.342456
57,200,662.36254
61,200,671.024958
59,200,679.663138
69,200,689.014044
70,200,697.68113
60,200,706.403056
66,200,715.006727
73,200,723.359481
63,200,731.479443
65,200,740.596331
71,200,749.210111
60,200,758.701759
66,200,767.060081
62,200,775.598171
64,200,784.529549
64,200,793.02883
66,200,801.295884
73,200,809.462508
65,200,817.961978
56,200,827.331637
67,200,835.942315
69,200,844.459849
61,200,853.506504
71,200,862.551667
69,200,871.280041
70,200,879.84655
59,200,888.272686
69,200,897.155216
62,200,905.678444
65,200,915.134999
63,200,923.660954
53,200,932.344181
59,200,941.85318
67,200,950.515984
66,200,959.583749
71,200,967.964624
65,200,976.946983
68,200,985.512007
61,200,993.800685
69,200,1003.254165
59,200,1011.790919
52,200,1020.48918
59,200,1028.754411
74,200,1037.579855
64,200,1046.596372
68,200,1054.854039
67,200,1063.546519
62,200,1072.617124
63,200,1081.06515
63,200,1090.44728
76,200,1098.925134
75,200,1108.043701
57,200,1116.764287
80,200,1125.323236
69,200,1134.447447
66,200,1143.027372
63,200,1151.952742
