#{"t_start": 1596121536.2960289, "env_id": null}
r,l,t
63,200,3.645264
58,200,6.821003
64,200,10.391113
56,200,13.644763
66,200,17.109821
61,200,20.498579
68,200,23.785457
62,200,27.249781
60,200,30.630853
63,200,34.082093
62,200,38.030871
56,200,41.410336
56,200,44.842095
74,200,48.266957
56,200,51.630524
60,200,55.457317
60,200,59.225978
73,200,62.735698
63,200,66.223565
71,200,69.65257
68,200,73.411171
67,200,76.965432
65,200,80.450487
57,200,83.871869
65,200,87.198635
68,200,91.385895
69,200,94.639904
56,200,98.393443
67,200,101.859239
55,200,105.164652
61,200,109.198704
56,200,112.56894
69,200,115.822208
67,200,119.053606
44,200,122.396101
56,200,126.310791
65,200,129.637184
50,200,133.088735
58,200,136.649577
61,200,140.10188
63,200,143.98998
65,200,147.34749
67,200,150.93535
62,200,154.326334
65,200,157.830391
51,200,162.134844
68,200,165.451025
60,200,168.869104
64,200,172.43647
63,200,175.752426
65,200,179.563879
64,200,183.114062
59,200,186.59594
70,200,189.928487
66,200,193.198915
66,200,196.935626
62,200,200.391175
66,200,204.243877
65,200,207.827943
66,200,211.331347
61,200,215.570873
63,200,218.974407
60,200,222.43454
68,200,226.13545
64,200,229.809091
68,200,233.589327
59,200,236.861418
63,200,240.466786
59,200,243.893479
55,200,247.241497
55,200,251.235907
69,200,254.590125
74,200,258.035311
56,200,261.395896
67,200,264.984042
62,200,268.918036
59,200,272.491977
64,200,275.927938
58,200,279.528769
63,200,282.938627
68,200,286.95212
63,200,290.375001
69,200,293.722146
76,200,297.226227
70,200,300.67512
71,200,304.936868
77,200,308.326472
61,200,311.883774
64,200,315.353981
61,200,318.735934
67,200,322.640955
71,200,325.90528
58,200,329.455005
67,200,332.961761
60,200,336.495714
66,200,340.573493
61,200,344.058173
70,200,347.541749
71,200,350.91872
63,200,354.246775
60,200,358.302901
63,200,361.992302
63,200,365.3588
65,200,369.129732
64,200,372.711797
67,200,376.948894
61,200,380.728795
72,200,384.215765
62,200,387.64967
63,200,391.080789
63,200,395.27902
67,200,398.719765
64,200,402.234181
65,200,405.519009
51,200,409.079844
70,200,413.198872
72,200,416.834787
60,200,420.389117
64,200,423.920697
70,200,427.393312
76,200,431.326278
63,200,434.919957
70,200,438.418633
69,200,441.835856
68,200,445.516834
64,200,449.457838
60,200,453.023314
71,200,456.450973
59,200,460.01221
71,200,463.704167
63,200,467.978961
61,200,471.325494
68,200,475.12756
68,200,478.777849
71,200,482.301053
63,200,486.377872
71,200,490.11275
67,200,493.903459
69,200,497.688949
59,200,501.219665
66,200,505.007552
61,200,508.421339
65,200,512.073855
59,200,515.494556
60,200,519.070098
66,200,522.983297
63,200,526.618287
75,200,530.123795
61,200,533.536412
68,200,537.294849
59,200,541.481117
67,200,544.972657
67,200,548.564858
70,200,551.969847
69,200,555.586722
68,200,559.615334
70,200,563.087944
66,200,566.606625
71,200,570.089622
70,200,573.727251
64,200,577.699251
65,200,581.495413
71,200,584.973931
70,200,588.62844
75,200,592.334749
66,200,596.529586
74,200,600.030235
61,200,603.533492
68,200,607.006227
69,200,610.594634
73,200,614.533483
64,200,618.075215
68,200,621.626155
72,200,625.510812
64,200,628.818804
71,200,632.699323
72,200,636.197499
74,200,639.715534
72,200,643.060993
74,200,646.726449
61,200,651.1118
63,200,654.695532
65,200,658.254523
66,200,661.794535
74,200,665.220661
68,200,669.499715
79,200,673.070454
74,200,676.561444
71,200,680.117484
67,200,683.919984
85,200,688.084702
69,200,691.553374
80,200,695.164825
76,200,698.780018
75,200,702.471302
72,200,706.673478
73,200,710.217977
71,200,713.712975
68,200,717.209991
70,200,720.602414
76,200,724.627538
80,200,728.370883
70,200,731.994086
73,200,735.602764
57,200,738.980095
69,200,743.191932
71,200,746.808028
57,200,750.350052
67,200,753.703998
76,200,757.369732
67,200,761.63081
69,200,765.024661
66,200,768.724273
78,200,772.261988
69,200,776.074021
74,200,780.480283
66,200,783.912796
73,200,787.547601
67,200,791.113063
61,200,794.701539
75,200,798.66359
66,200,802.175083
69,200,805.56647
64,200,809.316176
76,200,813.002247
73,200,817.172465
71,200,820.705457
67,200,824.053568
75,200,827.483125
75,200,831.063222
77,200,835.20677
76,200,838.665422
64,200,842.104275
71,200,845.503526
73,200,848.95727
75,200,852.954099
65,200,856.562985
71,200,860.168546
68,200,863.715148
75,200,867.381774
77,200,871.617686
72,200,875.245894
68,200,878.773868
77,200,882.369724
71,200,886.006238
75,200,890.252521
74,200,893.781157
72,200,897.41943
79,200,900.884518
71,200,904.584771
63,200,908.890217
80,200,912.309225
73,200,915.706011
68,200,919.113382
81,200,922.331526
75,200,926.575694
67,200,930.200565
70,200,933.678382
76,200,937.03477
67,200,940.64117
67,200,944.863837
65,200,948.3206
72,200,951.854571
69,200,955.182361
70,200,958.733966
84,200,962.782342
62,200,966.283447
74,200,969.927534
72,200,973.403884
73,200,976.887541
67,200,981.118578
72,200,984.61232
83,200,987.987827
78,200,991.441861
68,200,994.966667
73,200,999.091031
66,200,1002.699424
71,200,1006.266992
79,200,1009.702423
75,200,1013.178498
74,200,1017.359646
63,200,1021.29069
66,200,1024.863441
77,200,1028.454902
67,200,1032.13532
70,200,1036.286985
72,200,1039.790608
77,200,1043.374499
66,200,1047.065214
78,200,1050.795149
80,200,1055.111772
65,200,1058.562924
60,200,1062.103469
73,200,1065.630814
76,200,1069.159784
74,200,1073.389536
75,200,1076.979019
56,200,1080.408611
76,200,1083.995947
75,200,1087.449487
73,200,1091.647115
72,200,1094.997045
72,200,1098.61735
71,200,1102.065359
75,200,1105.633602
78,200,1109.939664
69,200,1113.31517
78,200,1116.849711
69,200,1120.512501
73,200,1123.9646
76,200,1128.260842
72,200,1131.99474
74,200,1135.591941
70,200,1139.061513
75,200,1142.518512
71,200,1146.894165
79,200,1150.497281
77,200,1154.198319
72,200,1157.746218
75,200,1161.44013
73,200,1165.576017
75,200,1169.104295
81,200,1172.571895
74,200,1175.975417
80,200,1179.517388
78,200,1183.669534
76,200,1187.261297
75,200,1190.796123
71,200,1194.240081
76,200,1197.55802
67,200,1201.894182
83,200,1205.283984
64,200,1209.001355
72,200,1212.671842
82,200,1216.04803
71,200,1220.318871
68,200,1223.849089
71,200,1227.576292
69,200,1231.007221
77,200,1234.691219
69,200,1239.053412
72,200,1242.545836
71,200,1246.124869
74,200,1249.746856
80,200,1253.296397
76,200,1257.528318
68,200,1260.884991
79,200,1264.298894
71,200,1267.771464
68,200,1271.218694
80,200,1275.568147
82,200,1279.158921
69,200,1282.928035
69,200,1286.325859
77,200,1289.853188
87,200,1294.034399
76,200,1297.725291
80,200,1301.154535
63,200,1304.592734
71,200,1308.11253
80,200,1312.701892
70,200,1316.156129
77,200,1319.715169
73,200,1323.06621
72,200,1326.679895
75,200,1331.041399
79,200,1334.652447
69,200,1338.424709
74,200,1341.932709
63,200,1345.205319
72,200,1349.677673
69,200,1353.387429
74,200,1356.924757
61,200,1360.537989
73,200,1364.173709
63,200,1368.675704
85,200,1372.092307
82,200,1375.698395
63,200,1379.241183
71,200,1382.583298
80,200,1387.059748
76,200,1390.57597
81,200,1394.138546
81,200,1397.514202
73,200,1401.083667
72,200,1405.72763
75,200,1409.463757
82,200,1413.198647
64,200,1416.682868
83,200,1420.345677
89,200,1424.378297
79,200,1427.918409
81,200,1431.533142
73,200,1435.276441
73,200,1438.785522
71,200,1443.24694
69,200,1446.785285
61,200,1450.631856
70,200,1454.345572
81,200,1457.804728
74,200,1462.21394
71,200,1465.629959
87,200,1469.155404
73,200,1472.775883
73,200,1476.4467
69,200,1480.524962
82,200,1484.227438
72,200,1487.704724
77,200,1491.12413
81,200,1494.802761
69,200,1499.280601
69,200,1502.914826
82,200,1506.551643
60,200,1509.981245
89,200,1513.313159
84,200,1517.534639
80,200,1521.164706
67,200,1524.806952
75,200,1528.314843
77,200,1531.852827
66,200,1536.19955
75,200,1539.778503
69,200,1543.30358
70,200,1546.992356
79,200,1550.318415
70,200,1554.623231
78,200,1558.141285
83,200,1561.674146
72,200,1565.137747
82,200,1568.705605
77,200,1573.071894
74,200,1576.545004
80,200,1580.025606
78,200,1583.531251
84,200,1586.83762
76,200,1591.222349
81,200,1594.694584
79,200,1598.267555
79,200,1602.085908
71,200,1605.39272
76,200,1609.821509
84,200,1613.109226
79,200,1616.650404
71,200,1620.339351
72,200,1623.906826
76,200,1628.218451
74,200,1631.717185
69,200,1635.439132
84,200,1639.034053
73,200,1642.371775
79,200,1647.139899
80,200,1650.844387
76,200,1654.383512
72,200,1657.93596
69,200,1661.531067
71,200,1665.945065
80,200,1669.462711
78,200,1673.07862
80,200,1676.690127
75,200,1680.106155
85,200,1684.657361
70,200,1688.367665
64,200,1691.938336
77,200,1695.675434
81,200,1699.292631
77,200,1703.671898
82,200,1707.195908
73,200,1710.77384
87,200,1714.20946
82,200,1717.897408
83,200,1722.321859
80,200,1725.843491
76,200,1729.381281
73,200,1732.83303
85,200,1736.429089
80,200,1740.885418
81,200,1744.235088
67,200,1747.681926
79,200,1751.424776
75,200,1754.935531
90,200,1759.271312
75,200,1762.937212
80,200,1766.440151
79,200,1769.938276
73,200,1773.399905
79,200,1778.174586
83,200,1781.830528
77,200,1785.437802
77,200,1789.052472
90,200,1792.59749
75,200,1796.943962
85,200,1800.355146
87,200,1804.011411
85,200,1807.344586
76,200,1810.989327
84,200,1815.665204
86,200,1818.913816
79,200,1822.375221
82,200,1825.595225
73,200,1829.056748
87,200,1833.17764
68,200,1836.655278
77,200,1840.226196
71,200,1843.578849
85,200,1847.131274
78,200,1851.429113
76,200,1854.881753
82,200,1858.574454
76,200,1862.411529
85,200,1866.105506
99,200,1870.389781
73,200,1873.95482
78,200,1877.549874
86,200,1881.183706
83,200,1884.520877
84,200,1889.10395
81,200,1892.371298
81,200,1895.949358
74,200,1899.433723
82,200,1903.048867
91,200,1907.663331
75,200,1911.141234
83,200,1914.695546
73,200,1918.311504
80,200,1921.905229
67,200,1926.25969
87,200,1929.705241
78,200,1933.278749
68,200,1936.63523
67,200,1940.155224
80,200,1944.582272
79,200,1948.082203
83,200,1951.444443
86,200,1954.918479
78,200,1958.666593
74,200,1963.347263
83,200,1966.716972
77,200,1970.270168
80,200,1973.828287
78,200,1977.637508
86,200,1981.984508
76,200,1985.235799
71,200,1988.99854
76,200,1992.413356
77,200,1995.762846
75,200,2000.282179
83,200,2003.809088
87,200,2007.377126
85,200,2010.833633
87,200,2014.391851
72,200,2018.78316
78,200,2022.51258
82,200,2026.220837
72,200,2029.851873
86,200,2033.278048
72,200,2037.546705
83,200,2040.896832
85,200,2044.37898
72,200,2047.914577
96,200,2051.518144
87,200,2055.943993
85,200,2059.646838
87,200,2063.279106
68,200,2066.489203
76,200,2069.771302
74,200,2074.245391
73,200,2077.668546
71,200,2081.385497
88,200,2085.01719
77,200,2088.538688
88,200,2093.120304
76,200,2096.574549
78,200,2100.043729
81,200,2103.51284
82,200,2107.000059
83,200,2111.496841
80,200,2115.060445
92,200,2118.445074
72,200,2121.760192
76,200,2125.343221
81,200,2129.826994
85,200,2133.434385
83,200,2137.112776
82,200,2140.523074
80,200,2143.932285
79,200,2148.354091
83,200,2151.908638
