#{"t_start": 1596220098.6396065, "env_id": null}
r,l,t
63,200,3.642426
59,200,8.077205
59,200,12.467838
66,200,16.851916
59,200,21.252467
62,200,25.652784
56,200,30.03245
53,200,34.442663
69,200,39.069104
64,200,43.603008
54,200,48.615302
56,200,53.310986
64,200,58.034195
61,200,62.973821
60,200,68.035825
64,200,73.746978
60,200,79.325794
53,200,84.977541
60,200,90.797255
68,200,96.575378
68,200,102.392337
65,200,107.972961
66,200,113.672866
58,200,119.576999
56,200,125.151817
55,200,131.059021
70,200,136.271195
67,200,141.511583
65,200,146.814528
68,200,152.135319
67,200,157.541193
69,200,162.985373
72,200,168.343956
56,200,174.261721
61,200,179.657916
56,200,185.234205
72,200,190.517693
69,200,195.885771
73,200,201.275022
62,200,206.741386
62,200,212.52596
56,200,218.266785
66,200,223.817401
67,200,229.475747
59,200,235.238614
61,200,240.983795
65,200,246.67051
62,200,252.418285
65,200,258.126551
65,200,263.490592
62,200,269.489206
65,200,274.740101
62,200,280.152543
78,200,285.860038
55,200,291.421139
59,200,297.248619
54,200,302.918499
49,200,308.587076
70,200,314.030711
64,200,319.419612
62,200,325.611748
68,200,331.278676
58,200,336.786656
71,200,342.59551
64,200,347.819676
66,200,353.3049
64,200,358.595221
54,200,364.099612
74,200,369.611202
65,200,375.158179
57,200,381.232678
70,200,386.551223
64,200,391.758329
72,200,397.253409
54,200,402.595721
71,200,408.696194
64,200,414.283431
50,200,420.511765
60,200,426.054439
63,200,431.294102
66,200,437.114275
61,200,442.838627
60,200,448.442967
68,200,453.689537
65,200,459.523259
69,200,465.821827
66,200,471.459442
63,200,476.878358
62,200,482.55236
57,200,487.889073
55,200,493.928907
60,200,499.719201
69,200,505.234507
70,200,510.823123
78,200,516.34175
59,200,522.522885
70,200,528.600478
59,200,534.044928
68,200,539.979017
66,200,545.23402
67,200,551.028601
69,200,556.479095
64,200,562.003233
64,200,567.661084
64,200,573.291362
66,200,579.434969
64,200,584.748861
58,200,590.547935
61,200,596.267683
59,200,602.016145
62,200,607.53384
68,200,613.421739
67,200,618.980926
67,200,624.450337
59,200,629.971449
68,200,636.457201
73,200,642.010206
62,200,647.756915
70,200,653.074165
66,200,658.680972
71,200,664.365683
70,200,669.882334
60,200,675.082628
56,200,680.301592
64,200,685.698586
62,200,691.982172
69,200,698.04503
73,200,703.946447
57,200,709.200313
77,200,714.693824
68,200,721.00448
64,200,726.586531
64,200,732.499379
65,200,737.979507
63,200,743.735146
67,200,749.924428
72,200,755.609169
68,200,761.329388
65,200,766.847232
66,200,772.650037
61,200,778.763915
57,200,784.280248
71,200,790.300564
64,200,795.757324
66,200,800.771191
64,200,806.915337
73,200,812.568202
67,200,818.256549
63,200,823.885305
67,200,829.349108
68,200,835.736421
65,200,841.103822
70,200,846.75329
63,200,852.088348
69,200,857.470243
66,200,863.401108
76,200,868.717644
44,200,874.620355
66,200,880.629519
66,200,886.533763
71,200,892.321003
64,200,898.027699
71,200,903.457392
63,200,909.008656
62,200,914.61291
70,200,921.134743
64,200,926.666023
66,200,932.397272
64,200,937.901901
54,200,943.233484
69,200,949.424857
81,200,954.516997
73,200,959.889007
62,200,965.299356
69,200,970.672233
73,200,976.31231
68,200,981.941368
64,200,987.440211
70,200,992.957067
59,200,998.814815
72,200,1004.474731
67,200,1010.062945
66,200,1016.178937
68,200,1021.940678
69,200,1027.554361
67,200,1033.774735
69,200,1039.099427
64,200,1044.873644
82,200,1051.100357
63,200,1056.772492
66,200,1063.219471
67,200,1068.864313
72,200,1074.322373
73,200,1079.842097
71,200,1085.380817
59,200,1091.850992
69,200,1097.541269
61,200,1103.310773
69,200,1109.115482
74,200,1114.593538
68,200,1121.041811
56,200,1126.501378
82,200,1132.17126
65,200,1137.849962
68,200,1143.284475
74,200,1150.092507
58,200,1155.488831
74,200,1160.872361
69,200,1166.489662
61,200,1171.847342
75,200,1177.997628
62,200,1183.376643
50,200,1189.112418
62,200,1194.369943
61,200,1199.913026
62,200,1205.966111
65,200,1211.830968
68,200,1217.404761
64,200,1222.944137
72,200,1228.50981
66,200,1234.600179
67,200,1239.987413
70,200,1245.28966
70,200,1250.763763
75,200,1256.448982
70,200,1262.481491
72,200,1267.863097
66,200,1273.693926
60,200,1279.17996
67,200,1284.606249
68,200,1290.644254
59,200,1296.278689
72,200,1301.809989
65,200,1307.799461
72,200,1313.595301
71,200,1320.270671
71,200,1326.003828
61,200,1331.513207
68,200,1336.990508
73,200,1342.992691
66,200,1349.103947
66,200,1354.811664
73,200,1360.621035
65,200,1366.098284
69,200,1371.609352
70,200,1377.987438
58,200,1383.534265
62,200,1389.114544
64,200,1394.549008
72,200,1400.153029
72,200,1406.172515
71,200,1411.69823
68,200,1417.546163
61,200,1423.308855
64,200,1429.015427
60,200,1435.371016
59,200,1440.904015
73,200,1446.4079
75,200,1452.483517
63,200,1457.991385
68,200,1464.219391
74,200,1469.723974
63,200,1475.573251
68,200,1481.238293
69,200,1486.921445
78,200,1493.244232
62,200,1498.735318
68,200,1503.93956
66,200,1509.607347
67,200,1515.305663
66,200,1521.54982
65,200,1527.333554
69,200,1532.668889
69,200,1538.181853
64,200,1543.772443
69,200,1549.802089
64,200,1555.348027
72,200,1560.884198
77,200,1566.144081
76,200,1571.634354
68,200,1578.332981
65,200,1583.935493
65,200,1589.503645
72,200,1595.04025
64,200,1600.611618
62,200,1606.940512
