#{"t_start": 1596551493.2283762, "env_id": null}
r,l,t
74,200,4.027889
58,200,8.385682
34,200,12.341043
53,200,16.462857
44,200,20.509596
81,200,24.567166
82,200,28.886692
70,200,32.964473
48,119,35.592227
23,200,39.497442
12,200,43.912313
9,200,47.895909
8,200,52.113586
16,200,56.165214
6,200,60.225769
12,200,64.67605
5,200,68.603065
9,200,72.65591
6,200,76.786774
10,200,80.707748
15,200,85.093376
10,200,89.055722
13,200,92.883767
9,200,96.960142
13,200,100.888119
9,200,105.243419
5,200,109.234891
15,200,113.182119
15,200,117.23219
15,200,121.22627
13,200,125.636461
13,200,129.47115
12,200,133.468961
13,200,137.488681
10,200,141.445155
10,200,146.055128
8,200,150.236946
9,200,154.428891
11,200,158.685217
14,200,162.771097
14,200,167.148601
9,200,171.123067
15,200,175.181333
7,200,179.456118
11,200,183.574355
10,200,187.959084
11,200,191.909552
5,200,196.060836
9,200,199.994709
15,200,204.070391
9,200,208.593124
19,200,212.638513
12,200,216.574921
13,200,220.518404
7,200,224.646758
7,200,229.330329
14,200,233.542017
19,200,237.664723
9,200,241.623116
12,200,245.684447
15,200,250.140964
10,200,254.119849
8,200,258.249336
7,200,262.391427
7,200,266.30357
10,200,270.730641
12,200,274.742195
18,200,278.897636
15,200,282.773263
12,200,286.757506
12,200,291.217502
15,200,295.297741
9,200,299.452018
14,200,303.43395
10,200,307.6575
13,200,312.238647
12,200,316.290929
10,200,320.335058
11,200,324.273216
12,200,328.166234
10,200,332.835755
10,200,336.796274
10,200,340.758848
9,200,345.0324
20,200,349.053608
9,200,353.528422
13,200,357.76606
9,200,361.689787
10,200,365.564397
12,200,369.588966
14,200,374.265982
13,200,378.349595
11,200,382.6075
12,200,386.564698
14,200,390.640888
8,200,395.018725
11,200,399.125379
9,200,403.196464
12,200,407.177457
11,200,411.17967
14,200,415.700333
11,200,419.94593
14,200,423.939662
12,200,428.151083
12,200,432.165445
6,200,436.743186
13,200,440.765556
7,200,444.748558
10,200,448.718027
9,200,452.68745
15,200,457.225107
10,200,461.303191
14,200,465.471031
15,200,469.569475
11,200,473.919853
10,200,478.395881
12,200,482.613039
16,200,486.561027
14,200,490.619726
4,200,494.804479
14,200,499.581243
9,200,503.781459
12,200,507.836405
15,200,512.095886
10,200,516.109435
9,200,520.692432
14,200,524.826544
12,200,528.863472
8,200,533.144246
13,200,537.250228
14,200,541.670535
12,200,545.665181
15,200,549.66876
12,200,553.803438
9,200,557.735818
9,200,562.873041
14,200,566.970319
10,200,571.150115
15,200,575.190118
14,200,579.202368
12,200,583.856733
12,200,588.00087
11,200,592.034751
9,200,596.314859
12,200,600.478296
12,200,605.00421
15,200,608.915819
10,200,612.769638
8,200,616.750248
16,200,620.801046
14,200,625.54908
16,200,629.809691
12,200,633.846641
10,200,637.951616
17,200,642.071223
11,200,646.833872
11,200,650.805343
15,200,654.923234
11,200,658.992722
18,200,663.090436
9,200,667.998542
14,200,672.048833
14,200,676.196264
13,200,680.265474
10,200,684.406502
15,200,689.237013
11,200,693.502901
7,200,697.536833
14,200,701.755744
17,200,705.901051
16,200,710.484374
6,200,714.553634
15,200,718.579109
9,200,722.682545
10,200,726.615493
14,200,731.208914
18,200,735.256743
15,200,739.30083
9,200,743.326505
12,200,747.352285
14,200,751.970322
13,200,755.964625
14,200,760.118742
13,200,764.0712
9,200,768.080982
11,200,772.761571
10,200,776.707446
16,200,780.87667
14,200,784.790254
19,200,788.821135
15,200,793.440903
7,200,797.528995
9,200,801.519899
22,200,805.937695
14,200,810.094668
10,200,814.652325
8,200,818.825793
12,200,823.014784
16,200,827.171303
17,200,831.353934
9,200,836.000149
10,200,840.30143
19,200,844.4118
10,200,848.601334
16,200,852.807754
23,200,857.427349
12,200,861.418904
17,200,865.415422
15,200,869.699276
15,200,873.991934
17,200,878.554418
13,200,882.665176
15,200,886.652361
12,200,890.847322
20,200,894.978084
11,200,899.826658
18,200,903.873694
10,200,907.911461
11,200,911.986619
17,200,916.005257
21,200,920.536533
12,200,924.55323
