#{"t_start": 1596032935.2706926, "env_id": null}
r,l,t
41,200,2.490903
50,200,4.269686
38,200,6.047597
41,200,7.800185
41,200,9.575233
50,200,11.341019
41,200,13.100868
41,200,14.850974
46,200,16.743537
40,200,18.575297
40,200,20.796702
38,200,22.658785
47,200,24.554961
53,200,26.453731
34,200,28.330326
41,200,30.485314
44,200,32.363248
44,200,34.157167
46,200,35.974781
40,200,37.808688
45,200,40.159182
44,200,42.231842
42,200,44.309651
42,200,46.496107
40,200,48.695724
42,200,51.471023
38,200,53.608452
38,200,55.75474
42,200,57.825122
41,200,59.924013
42,200,62.278049
43,200,64.406199
37,200,66.408844
38,200,68.528401
45,200,70.57067
45,200,72.946698
43,200,75.07063
41,200,77.183225
36,200,79.329948
43,200,81.50024
37,200,83.941562
44,200,86.461386
45,200,88.875934
38,200,91.156165
38,200,93.581645
46,200,96.519916
47,200,98.942132
52,200,101.337472
41,200,103.804932
42,200,106.27191
35,200,109.082999
43,200,111.522254
41,200,113.967437
45,200,116.608153
39,200,119.076935
42,200,122.137355
44,200,124.458574
47,200,126.830662
44,200,129.189569
44,200,131.531299
41,200,134.432918
46,200,137.007528
45,200,139.353371
48,200,141.898532
40,200,144.336359
41,200,147.100432
40,200,149.547293
42,200,151.950734
43,200,154.459597
42,200,156.879328
50,200,159.722708
37,200,161.987902
51,200,164.422547
42,200,166.751942
38,200,169.08758
40,200,171.881925
39,200,174.229983
43,200,176.474504
47,200,178.747122
42,200,181.089386
37,200,183.855638
38,200,186.237895
45,200,188.762689
39,200,191.100344
46,200,193.495566
48,200,196.550386
46,200,198.98343
48,200,201.474486
34,200,203.975798
44,200,206.367884
42,200,209.259386
48,200,211.681083
43,200,214.250859
39,200,216.709321
39,200,218.999714
46,200,221.92525
40,200,224.337445
45,200,226.738443
39,200,229.030493
43,200,231.398726
40,200,234.203684
44,200,236.629563
43,200,239.049157
43,200,241.286509
51,200,243.674283
46,200,246.540051
38,200,248.854202
46,200,251.21984
43,200,253.770386
35,200,256.179168
50,200,258.96127
47,200,261.213816
45,200,263.783229
45,200,266.13269
46,200,268.432349
44,200,271.484138
50,200,273.90894
38,200,276.27785
44,200,278.654174
42,200,280.988257
49,200,283.665898
38,200,286.099016
43,200,288.510451
44,200,290.99115
42,200,293.388235
41,200,296.342498
39,200,298.765671
41,200,301.086409
50,200,303.49689
47,200,305.85674
40,200,308.880938
49,200,311.298644
50,200,313.6222
46,200,316.007589
41,200,318.270596
43,200,321.248921
50,200,323.683319
